timestamp,transfer_capacity_yearahead_RS_to_BG
2025-12-02 00:00:00+01:00,150.0
2026-01-02 00:00:00+01:00,150.0
2026-02-02 00:00:00+01:00,150.0
2026-03-02 00:00:00+01:00,150.0
2026-04-02 01:00:00+02:00,150.0
2026-05-02 01:00:00+02:00,150.0
