created_doc_time,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2025-10-07 23:52:11+03:00,0,BG,Planned maintenance,A03,,2026-01-01 00:00:00+02:00,Dy7x-u2rTDKaGjRGluVkBA,227.0,Hydro Pumped Storage,32W0011001000692,Sestrimo,PSHPP_CHAIRA_GEN,PSHPP_CHAIRA_GP4,1,MAW,PT1M,2,2023-12-22 13:41:00+02:00
2025-10-07 23:52:28+03:00,0,BG,Planned maintenance,A03,,2026-01-01 00:00:00+02:00,Uorz63CRVwPTfOxHR5dMYA,227.0,Hydro Pumped Storage,32W0011001000692,Sestrimo,PSHPP_CHAIRA_GEN,PSHPP_CHAIRA_GP1,1,MAW,PT1M,4,2025-01-08 14:00:00+02:00
2025-11-10 16:58:26+02:00,0,BG,Planned maintenance,A03,,2026-05-09 00:00:00+03:00,hW4lqxF2yB4g_UDQ-3t-Uw,343.0,Fossil Brown coal/Lignite,32W001100100294W,locName,AES_MI1,TPP_GALABOVO_G2,1,MAW,PT1M,1,2026-04-19 00:00:00+03:00
2025-11-30 16:06:40+02:00,0,BG,Planned maintenance,A03,,2025-12-31 23:59:00+02:00,JazPtgUUN5cqJ3bKdp7dSA,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G1,1,MAW,PT1M,8,2025-11-10 21:31:00+02:00
2025-12-01 07:22:52+02:00,0,BG,Planned maintenance,A03,,2025-12-01 07:30:00+02:00,4TTUDAu5dUEXS7f09RwBZQ,218.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G7,1,MAW,PT1M,5,2025-09-15 23:18:00+03:00
2025-12-01 17:36:40+02:00,0,BG,Planned maintenance,A03,,2025-12-01 17:21:00+02:00,H6SQsqmSWcWOP7fRN1IRZQ,1040.0,Nuclear,32W001100100217D,Kozloduy,NPP_KOZLODUY,NPP KZL G10,1,MAW,PT1M,10,2025-10-25 03:02:00+03:00
2025-12-01 19:46:04+02:00,0,BG,Unplanned outage,A03,,2025-12-01 15:00:00+02:00,wJZPM1PeNig053fMDShrjg,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G1,1,MAW,PT1M,5,2025-11-19 15:37:00+02:00
2025-12-01 20:01:00+02:00,0,BG,Unplanned outage,A03,,2025-12-02 19:24:00+02:00,vChGPFH6EJL1N_TykwltJg,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G3,1,MAW,PT1M,1,2025-12-01 19:24:00+02:00
2025-12-03 05:06:48+02:00,0,BG,Planned maintenance,A03,,2025-12-03 05:15:00+02:00,HKKf8_P3hcVC7VLxiNXpgg,230.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G8,1,MAW,PT1M,3,2025-11-19 21:45:00+02:00
2025-12-11 14:22:36+02:00,79.65,BG,Planned maintenance,A03,,2025-12-11 14:15:00+02:00,OySh9S74aYjQCEgctMpDyA,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G4,1,MAW,PT1M,2,2025-12-04 17:05:00+02:00
2025-12-11 15:22:14+02:00,77.88,BG,Planned maintenance,A03,,2025-12-12 23:15:00+02:00,CYWySrFPjBJWUmhnGPb4rg,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G4,1,MAW,PT1M,1,2025-12-11 15:15:00+02:00
2025-12-14 15:45:38+02:00,0,BG,Unplanned outage,A03,,2025-12-14 15:31:00+02:00,gM-RS3nekEJRIViipw0iwg,343.0,Fossil Brown coal/Lignite,32W001100100294W,locName,AES_MI1,TPP_GALABOVO_G2,1,MAW,PT1M,1,2025-12-14 14:00:00+02:00
2025-12-15 10:15:56+02:00,0,BG,Unplanned outage,A03,,2025-12-15 09:30:00+02:00,jrJZlwn75mzjbdWlpBkKYA,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G3,1,MAW,PT1M,4,2025-12-02 19:25:00+02:00
2025-12-15 15:06:55+02:00,77.88,BG,Planned maintenance,A03,,2025-12-15 15:10:00+02:00,KdEqs9ujAQa9IEiSFvcH7g,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G4,1,MAW,PT1M,2,2025-12-12 23:15:00+02:00
2025-12-16 00:07:28+02:00,0,BG,Planned maintenance,A03,,2025-12-17 23:59:00+02:00,CHzpKCFbZuUD2tpMA5R-8A,218.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G7,1,MAW,PT1M,1,2025-12-15 23:59:00+02:00
2025-12-16 11:06:40+02:00,0,BG,Planned maintenance,A03,,2025-12-16 10:54:00+02:00,uSPxEKn41aqH9M9jgoLbcg,1040.0,Nuclear,32W001100100217D,Kozloduy,NPP_KOZLODUY,NPP KZL G10,1,MAW,PT1M,4,2025-12-15 05:38:00+02:00
2025-12-16 11:15:52+02:00,0,BG,Unplanned outage,A03,,2025-12-17 15:00:00+02:00,HC3RSlriU5u-3d34x7lO1Q,227.0,Hydro Pumped Storage,32W0011001000692,Sestrimo,PSHPP_CHAIRA_GEN,PSHPP_CHAIRA_GP2,1,MAW,PT1M,1,2025-12-17 10:00:00+02:00
2025-12-16 15:00:57+02:00,0,BG,Unplanned outage,A03,,2025-12-17 03:26:00+02:00,X1pGl81KiOkJCfv4id3vAQ,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,2,2025-12-16 03:26:00+02:00
2025-12-17 21:24:28+02:00,0,BG,Planned maintenance,A03,,2025-12-31 23:59:00+02:00,VPMfStV8DYJ7SCf59235sw,218.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G7,1,MAW,PT1M,1,2025-12-18 00:00:00+02:00
2025-12-18 12:06:27+02:00,0,BG,Planned maintenance,A03,,2027-01-01 00:00:00+02:00,7BXyeenKjI8N5KFa7bDHcg,227.0,Hydro Pumped Storage,32W0011001000692,Sestrimo,PSHPP_CHAIRA_GEN,PSHPP_CHAIRA_GP1,1,MAW,PT1M,2,2026-01-01 00:00:00+02:00
2025-12-18 12:21:41+02:00,0,BG,Planned maintenance,A03,,2027-01-01 00:00:00+02:00,M1PM83EZScMMH-1njKXQ1g,227.0,Hydro Pumped Storage,32W0011001000692,Sestrimo,PSHPP_CHAIRA_GEN,PSHPP_CHAIRA_GP4,1,MAW,PT1M,1,2026-01-01 00:00:00+02:00
2025-12-19 12:00:37+02:00,0,BG,Unplanned outage,A03,,2025-12-19 11:39:00+02:00,ckuJWv-LKOKngjyfVvKNNg,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,2,2025-12-17 03:27:00+02:00
2025-12-21 11:00:54+02:00,0,BG,Unplanned outage,A03,,2025-12-21 09:59:00+02:00,V6B3JIpN6qDQ_TJo957KWQ,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G3,1,MAW,PT1M,3,2025-12-19 20:35:00+02:00
2025-12-21 20:01:08+02:00,0,BG,Unplanned outage,A03,,2025-12-22 19:36:00+02:00,pWfpDiqBBc-VcAqeXtjseQ,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G1,1,MAW,PT1M,1,2025-12-21 19:36:00+02:00
2025-12-24 11:37:32+02:00,0,BG,Planned maintenance,A03,,2025-12-24 11:22:00+02:00,L3BGgzcX9CaNkY2DFBzMtA,1040.0,Nuclear,32W001100100217D,Kozloduy,NPP_KOZLODUY,NPP KZL G10,1,MAW,PT1M,7,2025-12-21 08:15:00+02:00
2025-12-24 14:51:55+02:00,77.88,BG,Planned maintenance,A03,,2025-12-24 14:50:00+02:00,AQGP_2gE3M7zB7vpMStQYg,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G4,1,MAW,PT1M,2,2025-12-23 10:00:00+02:00
2025-12-29 01:21:46+02:00,0,BG,Planned maintenance,A03,,2025-12-31 23:59:00+02:00,-zAnYtIn1HCi9J18rnE_3w,230.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G6,1,MAW,PT1M,1,2025-12-29 01:22:00+02:00
2025-12-29 15:36:34+02:00,77.88,BG,Planned maintenance,A03,,2025-12-29 15:40:00+02:00,2soDPtBAdzg23OFFQ8ylqg,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G4,1,MAW,PT1M,2,2025-12-24 21:30:00+02:00
2026-01-02 18:46:12+02:00,0,BG,Unplanned outage,A03,,2026-01-02 03:49:00+02:00,p9UvgTALEd3clPrNUbOPqQ,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G1,1,MAW,PT1M,2,2025-12-31 22:49:00+02:00
2026-01-04 09:33:00+02:00,0,BG,Unplanned outage,A03,,2026-01-05 09:13:00+02:00,THZdAL0ombxYfSmyfQbHKw,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G1,1,MAW,PT1M,1,2026-01-04 09:13:00+02:00
2026-01-07 07:21:40+02:00,0,BG,Planned maintenance,A03,,2026-01-07 07:16:00+02:00,K_6jSYqX0c5Ecp2aBXe_Cg,230.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G6,1,MAW,PT1M,3,2026-01-01 00:00:00+02:00
2026-01-07 08:45:48+02:00,0,BG,Unplanned outage,A03,,2026-01-05 09:47:00+02:00,zovS6KKEHMQAe0sd77AohA,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G3,1,MAW,PT1M,3,2025-12-24 01:30:00+02:00
2026-01-07 09:01:21+02:00,0,BG,Unplanned outage,A03,,2026-01-04 16:54:00+02:00,Lres0g9jL7SoufIzPg5_RQ,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,3,2025-12-31 02:27:00+02:00
2026-01-08 21:01:01+02:00,0,BG,Unplanned outage,A03,,2026-01-09 12:00:00+02:00,r3y68QwbNQ55RUuBwMq-PA,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,1,2026-01-08 20:29:00+02:00
2026-01-12 06:22:29+02:00,0,BG,Planned maintenance,A03,,2026-01-12 06:17:00+02:00,EiWbU2_FyIhSYbkSdkNTTA,165.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G2,1,MAW,PT1M,4,2026-01-01 00:00:00+02:00
2026-01-12 06:37:31+02:00,74.25,BG,Planned maintenance,A03,,2026-01-12 19:00:00+02:00,1YDMfUw19iEyAkITGs9Acg,165.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G2,1,MAW,PT1M,1,2026-01-12 06:18:00+02:00
2026-01-12 19:23:55+02:00,165,BG,Planned maintenance,A03,,2026-01-12 19:30:00+02:00,cAIzfzAH6NxNOLY3pO3N1A,165.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G2,1,MAW,PT1M,1,2026-01-12 19:25:00+02:00
2026-01-14 12:06:50+02:00,0,BG,Planned maintenance,A03,,2026-01-16 16:00:00+02:00,4YWxYIq9X6kZx2Goe2_yJw,227.0,Hydro Pumped Storage,32W0011001000692,Sestrimo,PSHPP_CHAIRA_GEN,PSHPP_CHAIRA_GP2,1,MAW,PT1M,1,2026-01-15 08:00:00+02:00
2026-01-15 20:51:49+02:00,0,BG,Planned maintenance,A03,,2026-01-15 21:00:00+02:00,5PLjiUJGzy0W1IV1yNz8pA,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G1,1,MAW,PT1M,5,2026-01-14 20:00:00+02:00
2026-01-16 12:16:02+02:00,0,BG,Unplanned outage,A03,,2026-01-16 11:45:00+02:00,VHSv9IHQ7Sj0nv8poj_anA,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,2,2026-01-09 12:01:00+02:00
2026-01-16 14:06:39+02:00,0,BG,Planned maintenance,A03,,2026-01-16 14:00:00+02:00,BX5vD61i_tWAg9hlsav5DQ,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G1,1,MAW,PT1M,2,2026-01-15 21:00:00+02:00
2026-01-18 09:00:55+02:00,0,BG,Unplanned outage,A03,,2026-01-18 12:00:00+02:00,hoi3f00fh7w9UTkkFn56Xg,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G3,1,MAW,PT1M,2,2026-01-16 20:35:00+02:00
2026-01-19 01:23:59+02:00,177,BG,Planned maintenance,A03,,2026-01-19 01:10:00+02:00,iwUwECuJhpoz3cNCLMVGGg,177.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G1,1,MAW,PT1M,3,2026-01-16 14:01:00+02:00
2026-01-19 08:16:08+02:00,0,BG,Unplanned outage,A03,,2026-01-19 07:15:00+02:00,orzZb_1HtrJ31LJMvZvLpg,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G3,1,MAW,PT1M,2,2026-01-18 12:01:00+02:00
2026-01-19 13:52:29+02:00,230,BG,Planned maintenance,A03,,2026-01-19 13:45:00+02:00,vDLgiA7xpkPyxZ-Q_qGoOw,218.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G7,1,MAW,PT1M,2,2026-01-01 00:00:00+02:00
2026-01-20 16:01:15+02:00,0,BG,Unplanned outage,A03,,2026-01-20 21:39:00+02:00,f1Z43Ouc7V10TIpQy1LzLA,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,2,2026-01-19 21:39:00+02:00
2026-01-20 16:16:15+02:00,0,BG,Unplanned outage,A03,,2026-01-24 12:00:00+02:00,1V-FAcTAggEwN78Qt0qsxA,190.0,Fossil Brown coal/Lignite,32W001100100218B,Bobov dol,TEC_BOBOVDOL_EAD,TPP_BOBOV_DOL_G2,1,MAW,PT1M,1,2026-01-20 21:40:00+02:00
2026-01-22 07:07:42+02:00,0,BG,Planned maintenance,A03,,2026-01-22 07:08:00+02:00,QyszD64xpFw_4VJZ7Kn7XQ,230.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G5,1,MAW,PT1M,2,2026-01-20 23:56:00+02:00
2026-01-23 07:06:16+02:00,0,BG,Planned maintenance,A03,,2026-01-23 07:15:00+02:00,zu5TH6nNZzJWHQ-i5SFnZg,230.0,Fossil Brown coal/Lignite,32W001100100153D,Stara zagora,TPP_MI_2,TPP_MI2_G5,1,MAW,PT1M,8,2026-01-22 07:10:00+02:00
