timestamp,transfer_capacity_yearahead_RO_to_BG
2025-12-02 01:00:00+02:00,600.0
2026-01-02 01:00:00+02:00,600.0
2026-02-02 01:00:00+02:00,600.0
2026-03-02 01:00:00+02:00,600.0
2026-04-02 02:00:00+03:00,600.0
2026-05-02 02:00:00+03:00,600.0
