delivery_date,Product,Weighted Average Price (EUR/MWh),Max Price (EUR/MWh),Min Price (EUR/MWh),Last Price (EUR/MWh),Volume (MW)
2026-03-25,QH-260325-64,14952,18650,12634,13999,47300
2026-03-25,QH-260325-65,9436,14039,2904,11000,47980
2026-03-25,QH-260325-66,12468,15289,10400,15289,31710
2026-03-25,QH-260325-67,13520,17100,4001,10000,29140
2026-03-25,QH-260325-68,17386,24129,11011,17627,22510
2026-03-25,QH-260325-69,14674,27546,9778,15000,26820
2026-03-25,QH-260325-70,16414,20874,14207,16011,18030
2026-03-25,QH-260325-71,16816,25874,14100,16700,17190
2026-03-25,QH-260325-72,15603,18700,10982,14566,18310
2026-03-25,QH-260325-73,16686,50000,11779,22612,38890
2026-03-25,QH-260325-74,16449,30998,13147,23999,25020
2026-03-25,QH-260325-75,16163,29987,12261,29987,19240
2026-03-25,QH-260325-76,18008,30284,9837,21999,21950
2026-03-25,QH-260325-77,17831,41000,10400,10400,19590
2026-03-25,QH-260325-78,16642,32465,10500,10500,20970
2026-03-25,QH-260325-79,17491,32498,9950,18041,20890
2026-03-25,QH-260325-80,19901,29547,10500,12500,38560
2026-03-25,QH-260325-81,15780,19833,10103,18716,19550
2026-03-25,QH-260325-82,16340,29926,0,13000,21890
2026-03-25,QH-260325-83,17704,25038,10000,15300,40700
2026-03-25,QH-260325-84,17262,29883,8854,13324,35500
2026-03-25,QH-260325-85,17946,25164,8151,18128,41310
2026-03-25,QH-260325-86,16363,21809,9999,10400,33970
2026-03-25,QH-260325-87,14810,20958,4376,14128,31290
2026-03-25,QH-260325-88,12118,14969,6015,12999,35570
2026-03-25,QH-260325-89,15268,24997,10979,12306,43170
2026-03-25,QH-260325-90,14245,17062,9140,10400,38910
2026-03-25,QH-260325-91,12792,17196,10400,11997,38350
2026-03-25,QH-260325-92,10954,14745,0,6874,33730
2026-03-25,QH-260325-93,12369,18900,4114,11314,10650
2026-03-25,QH-260325-94,12214,17017,10643,12165,14440
2026-03-25,QH-260325-95,12974,18364,9140,14453,12390
2026-03-25,QH-260325-96,12736,22304,9051,14999,17310
2026-03-26,QH-260326-01,11587,13008,9801,9801,11530
2026-03-26,QH-260326-02,10428,11639,9500,9500,17130
2026-03-26,QH-260326-03,10028,11169,9460,10502,13680
2026-03-26,QH-260326-04,10024,11043,9433,10070,20940
2026-03-26,QH-260326-05,10383,11121,9344,9849,11980
2026-03-26,QH-260326-06,9693,10390,8057,9685,20520
2026-03-26,QH-260326-07,9695,10219,8120,10200,14240
2026-03-26,QH-260326-08,9659,10531,8913,9904,13610
2026-03-26,QH-260326-09,9565,10774,8700,9984,11760
2026-03-26,QH-260326-10,9356,10118,4373,9496,8230
2026-03-26,QH-260326-11,9621,10153,6472,9742,7960
2026-03-26,QH-260326-12,9716,10395,8248,10001,12300
2026-03-26,QH-260326-13,9905,10521,8063,10286,8420
2026-03-26,QH-260326-14,9972,11070,8475,9833,19130
2026-03-26,QH-260326-15,10094,10930,9578,10329,14660
2026-03-26,QH-260326-16,10208,11388,9523,11127,14120
2026-03-26,QH-260326-17,10298,12212,8853,12212,5190
2026-03-26,QH-260326-18,10307,12277,8918,10026,5650
2026-03-26,QH-260326-19,10987,16550,9466,12000,12550
2026-03-26,QH-260326-20,13487,19947,9433,17001,9000
2026-03-26,QH-260326-21,12456,14273,9237,11604,8330
2026-03-26,QH-260326-22,12691,14963,10902,11540,18340
2026-03-26,QH-260326-23,13166,16257,10406,13266,28940
2026-03-26,QH-260326-24,14100,15566,10400,14849,33810
2026-03-26,QH-260326-25,14787,18137,13076,14000,28710
2026-03-26,QH-260326-26,14149,17205,11141,14000,24790
2026-03-26,QH-260326-27,13193,18227,-598,10400,18940
2026-03-26,QH-260326-28,10299,13000,602,5000,22950
2026-03-26,QH-260326-29,13871,16921,9999,10400,33160
2026-03-26,QH-260326-30,11749,15492,938,10401,30600
2026-03-26,QH-260326-31,9542,12899,0,10000,28990
2026-03-26,QH-260326-32,8292,11000,0,8000,20980
2026-03-26,QH-260326-33,8377,13794,1101,2660,41120
2026-03-26,QH-260326-34,1600,8892,-1105,1101,33430
2026-03-26,QH-260326-35,1216,7485,-511,1280,40910
2026-03-26,QH-260326-36,778,2000,-1681,2000,82140
2026-03-26,QH-260326-37,1993,10157,-60,9671,37770
2026-03-26,QH-260326-38,3543,10250,132,4000,56680
2026-03-26,QH-260326-39,3878,10343,-2200,4000,68990
2026-03-26,QH-260326-40,1557,10206,-3500,720,114500
2026-03-26,QH-260326-41,867,8584,-3123,0,59760
2026-03-26,QH-260326-42,2720,9398,-99,1500,56550
2026-03-26,QH-260326-43,1106,7770,-3000,-1500,61980
2026-03-26,QH-260326-44,723,6520,-3633,-499,72450
2026-03-26,QH-260326-45,-262,4896,-3000,-26,56750
2026-03-26,QH-260326-46,239,4000,-2698,-1800,48770
2026-03-26,QH-260326-47,1368,5916,-2550,2800,51450
2026-03-26,QH-260326-48,1686,6433,-2550,1800,46630
2026-03-26,QH-260326-49,1566,4965,0,2000,30920
2026-03-26,QH-260326-50,1692,5382,108,1559,26190
2026-03-26,QH-260326-51,1583,5692,-472,1214,25630
2026-03-26,QH-260326-52,1544,7740,124,1010,33840
2026-03-26,QH-260326-53,1803,5092,-1000,394,49130
2026-03-26,QH-260326-54,1949,10650,-292,285,46400
2026-03-26,QH-260326-55,3415,9800,337,6200,48620
2026-03-26,QH-260326-56,3757,10843,411,10843,54270
2026-03-26,QH-260326-57,938,11043,-2682,5000,99790
2026-03-26,QH-260326-58,3123,14000,-2682,14000,89780
2026-03-26,QH-260326-59,6595,16499,100,16477,83490
2026-03-26,QH-260326-60,9532,17253,101,15500,93250
2026-03-26,QH-260326-61,7821,20498,-998,16740,72600
2026-03-26,QH-260326-62,7796,22834,-2145,13003,66990
2026-03-26,QH-260326-63,11019,17200,5536,8011,54760
2026-03-26,QH-260326-64,12211,20000,7553,11000,50050
2026-03-26,QH-260326-65,9503,14242,30,10200,54480
2026-03-26,QH-260326-66,11429,18385,7788,8000,33970
2026-03-26,QH-260326-67,12848,17180,9574,11002,27560
2026-03-26,QH-260326-68,13636,17504,9134,12950,22760
2026-03-26,QH-260326-69,12617,15517,307,11500,48110
2026-03-26,QH-260326-70,14916,17747,4452,12500,27930
2026-03-26,QH-260326-71,15533,18452,9999,10500,28620
2026-03-26,QH-260326-72,13792,24449,9818,10016,28270
2026-03-26,QH-260326-73,13952,20663,9900,10000,37600
2026-03-26,QH-260326-74,12710,18187,6743,10998,53660
2026-03-26,QH-260326-75,12502,16430,8825,11441,60350
2026-03-26,QH-260326-76,13606,19097,8500,11483,45330
2026-03-26,QH-260326-77,11584,15900,5900,10400,49160
2026-03-26,QH-260326-78,11966,15444,4900,11139,59030
2026-03-26,QH-260326-79,11367,14543,4900,9500,52470
2026-03-26,QH-260326-80,11078,14956,2982,9548,63620
2026-03-26,QH-260326-81,12831,20874,9999,20874,42120
2026-03-26,QH-260326-82,14004,18224,9513,14600,45490
2026-03-26,QH-260326-83,13974,17943,10306,11860,45010
2026-03-26,QH-260326-84,12191,15605,4114,9900,37490
2026-03-26,QH-260326-85,15021,18139,10146,12500,62220
2026-03-26,QH-260326-86,13484,15739,9296,11500,50780
2026-03-26,QH-260326-87,10969,12968,8270,10300,32830
2026-03-26,QH-260326-88,11001,13470,7903,12099,37470
2026-03-26,QH-260326-89,12311,13695,9884,12835,18360
2026-03-26,QH-260326-90,12164,13777,10050,12500,18730
2026-03-26,QH-260326-91,11887,12942,10486,11000,22360
2026-03-26,QH-260326-92,11842,12600,9550,12600,18660
2026-03-26,QH-260326-93,11789,13376,10210,11375,15060
2026-03-26,QH-260326-94,11602,12558,10200,11460,14490
2026-03-26,QH-260326-95,11026,12094,9400,10400,8410
2026-03-26,QH-260326-96,10093,11349,7710,10039,35620
2026-03-27,QH-260327-01,11317,13660,7749,10820,5380
2026-03-27,QH-260327-02,10696,12400,8256,10200,25430
2026-03-27,QH-260327-03,10607,12100,9094,10400,13780
2026-03-27,QH-260327-04,10611,12100,8551,12100,13060
2026-03-27,QH-260327-05,11472,13299,10400,13299,20790
2026-03-27,QH-260327-06,11594,13387,10466,11716,31940
2026-03-27,QH-260327-07,11538,12100,10118,12100,27600
2026-03-27,QH-260327-08,11356,12100,9999,12100,26820
2026-03-27,QH-260327-09,11205,12755,10400,12001,10680
2026-03-27,QH-260327-10,11069,12423,7651,11501,16090
2026-03-27,QH-260327-11,11281,12893,8976,12893,13810
2026-03-27,QH-260327-12,11120,13380,4139,4139,15500
2026-03-27,QH-260327-13,11287,13910,7611,13500,4040
2026-03-27,QH-260327-14,11880,13800,8920,13800,13370
2026-03-27,QH-260327-15,11300,13459,9511,13459,15210
2026-03-27,QH-260327-16,11828,13443,10230,13299,10790
2026-03-27,QH-260327-17,11276,13181,4267,13181,7330
2026-03-27,QH-260327-18,11729,13600,9810,13600,12570
2026-03-27,QH-260327-19,12478,13300,9922,13226,9790
2026-03-27,QH-260327-20,12236,13298,11379,11947,25120
2026-03-27,QH-260327-21,11863,12100,10880,11061,30170
2026-03-27,QH-260327-22,12737,14074,10401,11690,8620
2026-03-27,QH-260327-23,14286,14684,11468,14500,33080
2026-03-27,QH-260327-24,14517,15306,10001,11000,53090
2026-03-27,QH-260327-25,13919,15300,4114,12536,30310
2026-03-27,QH-260327-26,13601,16001,3114,11365,18160
2026-03-27,QH-260327-27,11871,15810,3114,13500,19680
2026-03-27,QH-260327-28,12573,16649,4114,9000,24210
2026-03-27,QH-260327-29,11581,15457,2464,12734,17450
2026-03-27,QH-260327-30,12042,17212,10150,11500,20210
2026-03-27,QH-260327-31,10957,15706,1154,10400,24480
2026-03-27,QH-260327-32,8613,14220,563,6974,28540
2026-03-27,QH-260327-33,11346,12526,6476,10398,20160
2026-03-27,QH-260327-34,10787,12949,2860,12949,26080
2026-03-27,QH-260327-35,9463,14942,1937,12999,20490
2026-03-27,QH-260327-36,8946,12317,3600,11000,33040
2026-03-27,QH-260327-37,11275,14751,3000,11327,55600
2026-03-27,QH-260327-38,10098,12965,3000,9139,42230
2026-03-27,QH-260327-39,8263,12693,1053,7291,54240
2026-03-27,QH-260327-40,7242,11087,281,7000,72080
2026-03-27,QH-260327-41,11172,15343,4482,7713,82230
2026-03-27,QH-260327-42,8708,14585,6492,6606,74530
2026-03-27,QH-260327-43,9535,14889,6097,7649,86130
2026-03-27,QH-260327-44,8244,14782,5015,5500,103450
2026-03-27,QH-260327-45,9887,15370,4506,10783,43830
2026-03-27,QH-260327-46,9015,13776,3319,7751,64620
2026-03-27,QH-260327-47,8998,14524,4916,10899,62930
2026-03-27,QH-260327-48,9082,13950,5456,9111,92560
2026-03-27,QH-260327-49,9915,14993,3899,9475,60650
2026-03-27,QH-260327-50,10532,14418,4079,10851,67210
2026-03-27,QH-260327-51,10051,12976,3899,11000,61830
2026-03-27,QH-260327-52,10027,20872,7063,12698,72970
2026-03-27,QH-260327-53,10447,13652,7086,13279,77490
2026-03-27,QH-260327-54,10848,13360,8355,12036,83120
2026-03-27,QH-260327-55,10304,12801,7728,12568,80780
2026-03-27,QH-260327-56,9821,12049,7074,8169,82560
2026-03-27,QH-260327-57,8950,11423,5502,9451,91770
2026-03-27,QH-260327-58,9318,11865,4853,9500,100920
2026-03-27,QH-260327-59,10363,11948,6400,10544,96130
2026-03-27,QH-260327-60,11505,14054,8322,11984,60550
2026-03-27,QH-260327-61,9851,12100,8112,12100,43870
2026-03-27,QH-260327-62,11022,15001,8750,10202,39660
2026-03-27,QH-260327-63,11537,15203,9541,12100,43630
2026-03-27,QH-260327-64,13355,18900,10406,13300,48240
2026-03-27,QH-260327-65,9951,11615,5054,9700,32040
2026-03-27,QH-260327-66,10339,13184,-289,8536,27160
2026-03-27,QH-260327-67,11790,16500,8400,12012,15650
2026-03-27,QH-260327-68,12663,16533,-537,12203,36580
2026-03-27,QH-260327-69,11216,14167,7541,8000,35930
2026-03-27,QH-260327-70,11629,14473,8100,8100,34380
2026-03-27,QH-260327-71,12633,14994,10336,12379,39160
2026-03-27,QH-260327-72,12670,15820,10400,13872,33290
2026-03-27,QH-260327-73,12886,16288,7963,12752,34940
2026-03-27,QH-260327-74,12865,16288,10346,12571,37820
2026-03-27,QH-260327-75,12699,16090,9921,11691,32800
2026-03-27,QH-260327-76,12436,15941,8766,11681,27080
2026-03-27,QH-260327-77,13430,20513,10400,14301,23480
2026-03-27,QH-260327-78,13377,16288,8897,11789,29540
2026-03-27,QH-260327-79,13321,16288,10400,15000,37280
2026-03-27,QH-260327-80,13338,20874,9000,11500,43160
2026-03-27,QH-260327-81,12633,15179,10748,13153,38160
2026-03-27,QH-260327-82,12908,15401,9138,10400,24460
2026-03-27,QH-260327-83,12513,16288,10400,14001,43400
2026-03-27,QH-260327-84,12517,19900,8442,15200,42590
2026-03-27,QH-260327-85,12784,16465,10852,11508,35600
2026-03-27,QH-260327-86,12446,13500,10787,11600,19980
2026-03-27,QH-260327-87,11980,12300,9762,12300,20140
2026-03-27,QH-260327-88,10781,12100,9497,11670,26070
2026-03-27,QH-260327-89,13042,20873,10247,18510,55940
2026-03-27,QH-260327-90,13477,20874,10525,20874,43320
2026-03-27,QH-260327-91,12659,20871,8231,14492,65540
2026-03-27,QH-260327-92,11878,19799,9725,15525,44380
2026-03-27,QH-260327-93,12957,20864,10217,20864,32710
2026-03-27,QH-260327-94,12224,19696,9698,17883,31380
2026-03-27,QH-260327-95,12334,15988,9775,14620,33840
2026-03-27,QH-260327-96,12166,20499,9116,18102,32790
2026-03-28,QH-260328-01,10109,12079,8920,12079,10790
2026-03-28,QH-260328-02,11143,12577,9810,11498,11020
2026-03-28,QH-260328-03,11204,12932,9218,11720,13850
2026-03-28,QH-260328-04,9706,11620,7966,9933,20530
2026-03-28,QH-260328-05,10971,13270,9427,12827,8040
2026-03-28,QH-260328-06,9625,10999,9050,10185,5550
2026-03-28,QH-260328-07,10096,11455,8887,11164,8170
2026-03-28,QH-260328-08,9685,11982,8115,11689,15810
2026-03-28,QH-260328-09,9394,10745,8722,9582,15590
2026-03-28,QH-260328-10,9548,10987,8029,8029,19500
2026-03-28,QH-260328-11,9413,11526,8151,8506,6920
2026-03-28,QH-260328-12,9623,11373,8494,10048,14360
2026-03-28,QH-260328-13,10623,12045,8628,10833,5660
2026-03-28,QH-260328-14,11328,12100,5250,12100,7350
2026-03-28,QH-260328-15,11148,12100,8555,10521,7180
2026-03-28,QH-260328-16,10268,12094,8269,12094,7320
2026-03-28,QH-260328-17,10537,11997,8906,11806,4670
2026-03-28,QH-260328-18,11062,12962,4730,12100,7210
2026-03-28,QH-260328-19,11218,12100,6115,11170,9450
2026-03-28,QH-260328-20,11243,13270,8736,11602,10640
2026-03-28,QH-260328-21,10438,12077,7247,12072,13040
2026-03-28,QH-260328-22,11091,12100,8734,11149,13800
2026-03-28,QH-260328-23,10256,12100,8939,12100,15340
2026-03-28,QH-260328-24,10827,13269,7532,12604,24710
2026-03-28,QH-260328-25,9567,11406,4836,9266,15930
2026-03-28,QH-260328-26,9493,11257,8621,9212,16950
2026-03-28,QH-260328-27,9234,9847,6354,9200,26920
2026-03-28,QH-260328-28,8769,9637,4751,9035,27370
2026-03-28,QH-260328-29,8949,9895,7366,8075,37470
2026-03-28,QH-260328-30,7923,9515,5977,8233,33630
2026-03-28,QH-260328-31,6607,8257,-1,1959,29540
2026-03-28,QH-260328-32,5455,8027,57,4000,29000
2026-03-28,QH-260328-33,7230,8330,2873,6500,31410
2026-03-28,QH-260328-34,6907,7731,2805,6801,34190
2026-03-28,QH-260328-35,5700,7126,55,5669,37540
2026-03-28,QH-260328-36,4097,5738,1218,4513,39220
2026-03-28,QH-260328-37,5684,7331,263,5182,61400
2026-03-28,QH-260328-38,3982,5834,748,5599,50200
2026-03-28,QH-260328-39,2941,4225,926,3557,49780
2026-03-28,QH-260328-40,1460,2885,-188,1141,59410
2026-03-28,QH-260328-41,2305,3959,310,1142,60070
2026-03-28,QH-260328-42,1119,3174,223,500,58890
2026-03-28,QH-260328-43,979,2455,-249,876,53220
2026-03-28,QH-260328-44,552,1970,-490,530,66720
2026-03-28,QH-260328-45,1140,3481,-110,3481,71440
2026-03-28,QH-260328-46,1538,8126,0,4096,56910
2026-03-28,QH-260328-47,2096,7910,80,3000,66780
2026-03-28,QH-260328-48,2354,5870,-50,2708,78760
2026-03-28,QH-260328-49,1589,4013,-177,882,41510
2026-03-28,QH-260328-50,1441,3704,-500,1221,38960
2026-03-28,QH-260328-51,1239,2367,-322,680,35200
2026-03-28,QH-260328-52,1076,2034,-60,1680,35690
2026-03-28,QH-260328-53,1827,6705,-87,4904,62410
2026-03-28,QH-260328-54,2825,7517,-219,5227,61450
2026-03-28,QH-260328-55,3722,7628,100,5310,79220
2026-03-28,QH-260328-56,2878,8014,362,6321,74860
2026-03-28,QH-260328-57,2518,12496,150,9609,101950
2026-03-28,QH-260328-58,3818,19798,300,8800,90400
2026-03-28,QH-260328-59,5887,12232,520,8683,70160
2026-03-28,QH-260328-60,5600,12938,2830,6961,72610
2026-03-28,QH-260328-61,6403,15499,1395,12001,43690
2026-03-28,QH-260328-62,8784,15400,3524,13497,47700
2026-03-28,QH-260328-63,9887,14632,5601,11678,65280
2026-03-28,QH-260328-64,11712,17010,8032,14500,53130
2026-03-28,QH-260328-65,10531,16288,3818,16287,62970
2026-03-28,QH-260328-66,15298,24497,7625,23991,34990
2026-03-28,QH-260328-67,14205,19899,8957,16115,20890
2026-03-28,QH-260328-68,15876,20450,9408,17455,30210
2026-03-28,QH-260328-69,14166,16651,11206,15770,32630
2026-03-28,QH-260328-70,15978,23000,11558,23000,25080
2026-03-28,QH-260328-71,16483,23948,12854,23948,22680
2026-03-28,QH-260328-72,15796,24448,12416,23000,32200
2026-03-28,QH-260328-73,13719,20874,11738,18986,32410
2026-03-28,QH-260328-74,16178,24397,12423,23034,26060
2026-03-28,QH-260328-75,17790,24450,13354,22201,16760
2026-03-28,QH-260328-76,18053,25000,13651,15103,18770
2026-03-28,QH-260328-77,18096,24450,13800,24450,17810
2026-03-28,QH-260328-78,18075,24450,13634,20500,19660
2026-03-28,QH-260328-79,17468,23379,7000,17500,27240
2026-03-28,QH-260328-80,16628,23399,10400,12874,36880
2026-03-28,QH-260328-81,17227,22994,12438,17059,46610
2026-03-28,QH-260328-82,16184,20809,13390,16400,43790
2026-03-28,QH-260328-83,15320,19211,10400,10400,27380
2026-03-28,QH-260328-84,14100,16835,10400,10400,31020
2026-03-28,QH-260328-85,15485,18955,9700,14923,50920
2026-03-28,QH-260328-86,14964,17245,7900,10400,36660
2026-03-28,QH-260328-87,12379,15590,10400,10400,26360
2026-03-28,QH-260328-88,13482,16825,9900,10400,39830
2026-03-28,QH-260328-89,13506,15980,10400,10400,25150
2026-03-28,QH-260328-90,13029,14965,10200,10400,35850
2026-03-28,QH-260328-91,12439,14342,10400,10401,34760
2026-03-28,QH-260328-92,11921,13337,4114,10569,44450
2026-03-28,QH-260328-93,13143,14719,11635,11768,39000
2026-03-28,QH-260328-94,12160,13150,11153,11153,19790
2026-03-28,QH-260328-95,12192,13279,11084,11385,12200
2026-03-28,QH-260328-96,11159,12100,10335,10558,29040
2026-03-29,QH-260329-01,11777,15482,10400,10400,6750
2026-03-29,QH-260329-02,11944,12652,10401,10901,13740
2026-03-29,QH-260329-03,10881,12085,10419,10557,8290
2026-03-29,QH-260329-04,10956,12038,10311,10812,8120
2026-03-29,QH-260329-05,11238,12630,10768,11009,5220
2026-03-29,QH-260329-06,11055,11932,10400,11199,8150
2026-03-29,QH-260329-07,11088,11699,10548,10660,6360
2026-03-29,QH-260329-08,10858,11472,10084,10105,11010
2026-03-29,QH-260329-13,10408,11180,9682,9682,4430
2026-03-29,QH-260329-14,10338,10994,9860,10042,4220
2026-03-29,QH-260329-15,10480,11224,10001,10009,3940
2026-03-29,QH-260329-16,10281,10401,9921,9921,4110
2026-03-29,QH-260329-17,10619,11916,9601,9852,13150
2026-03-29,QH-260329-18,10623,11311,9953,10800,5460
2026-03-29,QH-260329-19,10522,11397,9971,10532,4490
2026-03-29,QH-260329-20,10730,11439,10285,10891,5370
2026-03-29,QH-260329-21,10638,11433,10152,10439,5450
2026-03-29,QH-260329-22,10901,11530,9332,10892,4640
2026-03-29,QH-260329-23,10789,12021,10017,12021,5510
2026-03-29,QH-260329-24,11236,12105,10541,12105,4980
2026-03-29,QH-260329-25,10981,12085,10246,12085,15820
2026-03-29,QH-260329-26,11314,12180,10612,11226,8560
2026-03-29,QH-260329-27,11926,12500,11110,11315,12060
2026-03-29,QH-260329-28,11434,12460,10881,11182,13820
2026-03-29,QH-260329-29,9680,12793,100,5736,23100
2026-03-29,QH-260329-30,11150,13213,1201,1201,10330
2026-03-29,QH-260329-31,10618,12271,2702,8871,21270
2026-03-29,QH-260329-32,9848,11999,1200,10459,42180
2026-03-29,QH-260329-33,11768,13170,10400,12397,64810
2026-03-29,QH-260329-34,11554,12800,650,12756,51500
2026-03-29,QH-260329-35,10557,12147,958,12000,42950
2026-03-29,QH-260329-36,10129,12094,5456,11541,47630
2026-03-29,QH-260329-37,9961,12835,6293,10100,52630
2026-03-29,QH-260329-38,9119,12383,-900,9015,51660
2026-03-29,QH-260329-39,8758,13383,822,8989,60110
2026-03-29,QH-260329-40,6813,10351,2990,7972,62340
2026-03-29,QH-260329-41,9320,12030,129,8157,67470
2026-03-29,QH-260329-42,8515,10592,-233,8700,69480
2026-03-29,QH-260329-43,6686,9842,1500,9000,66160
2026-03-29,QH-260329-44,6383,9999,1200,9491,100160
2026-03-29,QH-260329-45,8847,13290,55,6815,64990
2026-03-29,QH-260329-46,6983,10490,0,101,76080
2026-03-29,QH-260329-47,6268,15300,1400,1407,102220
2026-03-29,QH-260329-48,5668,13400,-3000,3300,98040
2026-03-29,QH-260329-49,5787,15223,1100,6380,59810
2026-03-29,QH-260329-50,5420,11945,1422,7572,61980
2026-03-29,QH-260329-51,5836,12100,2427,7330,67600
2026-03-29,QH-260329-52,5753,11504,1832,7500,78830
2026-03-29,QH-260329-53,5032,12418,1404,9929,48150
2026-03-29,QH-260329-54,4924,10646,1231,9990,47510
2026-03-29,QH-260329-55,4580,9810,1002,7394,49760
2026-03-29,QH-260329-56,4481,11000,621,5000,52800
2026-03-29,QH-260329-57,2700,8166,-4000,-4000,64000
2026-03-29,QH-260329-58,2961,7832,-899,-300,86550
2026-03-29,QH-260329-59,3286,8857,-2550,1987,65590
2026-03-29,QH-260329-60,3653,8450,0,0,62190
2026-03-29,QH-260329-61,1487,8117,-6156,-3900,105210
2026-03-29,QH-260329-62,2100,8300,-5933,100,104650
2026-03-29,QH-260329-63,2333,7466,-2550,4000,100660
2026-03-29,QH-260329-64,3487,8290,-1647,4500,74010
2026-03-29,QH-260329-65,3054,8745,-176,2410,117200
2026-03-29,QH-260329-66,3423,8450,500,3600,112040
2026-03-29,QH-260329-67,4974,10379,0,4929,71550
2026-03-29,QH-260329-68,4865,20059,-2030,8039,35680
2026-03-29,QH-260329-69,6605,12373,3012,7500,50470
2026-03-29,QH-260329-70,9660,11999,5181,9100,26650
2026-03-29,QH-260329-71,11725,12850,4366,11916,37930
2026-03-29,QH-260329-72,12274,14170,7842,11473,55980
2026-03-29,QH-260329-73,9987,12100,7417,9056,25630
2026-03-29,QH-260329-74,10399,12752,5000,5001,18880
2026-03-29,QH-260329-75,11251,13970,5740,11609,24770
2026-03-29,QH-260329-76,11903,15342,9305,10400,19240
2026-03-29,QH-260329-77,11878,14199,4120,11093,19200
2026-03-29,QH-260329-78,12759,16417,10739,16417,16500
2026-03-29,QH-260329-79,13162,17181,9238,11500,16440
2026-03-29,QH-260329-80,12901,16595,9606,13450,17910
2026-03-29,QH-260329-81,12781,15768,4215,14070,19450
2026-03-29,QH-260329-82,11882,14995,8249,14995,17330
2026-03-29,QH-260329-83,11404,13460,9047,12153,17990
2026-03-29,QH-260329-84,11327,13322,8100,10204,30580
2026-03-29,QH-260329-85,12073,15532,4316,12839,21200
2026-03-29,QH-260329-86,11670,14053,9586,10589,32140
2026-03-29,QH-260329-87,11609,13727,7129,10400,59430
2026-03-29,QH-260329-88,11035,12944,7324,10400,38510
2026-03-29,QH-260329-89,11521,14495,114,11679,35170
2026-03-29,QH-260329-90,11970,15636,6745,10779,41120
2026-03-29,QH-260329-91,11061,14229,6894,10674,29620
2026-03-29,QH-260329-92,9516,12057,7072,7560,30970
2026-03-29,QH-260329-93,11872,14665,4114,4114,46930
2026-03-29,QH-260329-94,10261,12319,5414,9800,47790
2026-03-29,QH-260329-95,8231,10997,6939,8282,59150
2026-03-29,QH-260329-96,7214,10001,4829,7000,57960
2026-03-30,QH-260330-01,9342,11972,7836,9512,18050
2026-03-30,QH-260330-02,7537,10147,3114,5600,16620
2026-03-30,QH-260330-03,8989,10837,7300,7944,18870
2026-03-30,QH-260330-04,8141,9711,4171,4171,13460
2026-03-30,QH-260330-05,8278,9902,6850,6925,21300
2026-03-30,QH-260330-06,8471,10080,6180,9068,20370
2026-03-30,QH-260330-07,8104,9266,5111,7120,22130
2026-03-30,QH-260330-08,8001,11938,6247,7288,20850
2026-03-30,QH-260330-09,8661,10262,4114,9999,5000
2026-03-30,QH-260330-10,8035,9754,4841,7116,23510
2026-03-30,QH-260330-11,8209,10296,5572,7078,38010
2026-03-30,QH-260330-12,8274,9303,6064,6575,17850
2026-03-30,QH-260330-13,8098,11003,5962,6999,20910
2026-03-30,QH-260330-14,8429,11100,6454,7654,19680
2026-03-30,QH-260330-15,7199,9056,4270,5712,37460
2026-03-30,QH-260330-16,8102,9476,6502,7951,40190
2026-03-30,QH-260330-17,7976,11590,6437,8003,56860
2026-03-30,QH-260330-18,8390,9986,6130,8758,45270
2026-03-30,QH-260330-19,8500,10200,5774,10064,26200
2026-03-30,QH-260330-20,9272,11731,6734,10163,22230
2026-03-30,QH-260330-21,9426,10990,6756,8770,24850
2026-03-30,QH-260330-22,10804,12253,8556,11820,16090
2026-03-30,QH-260330-23,11722,13627,7680,13104,12520
2026-03-30,QH-260330-24,12853,14669,7611,14649,16160
2026-03-30,QH-260330-25,12768,13668,10101,13100,17690
2026-03-30,QH-260330-26,15687,18402,11218,18402,42990
2026-03-30,QH-260330-27,16355,19953,14481,18901,40100
2026-03-30,QH-260330-28,17606,20874,15600,20378,40060
2026-03-30,QH-260330-29,17894,21046,15394,21046,24610
2026-03-30,QH-260330-30,17979,25874,14480,25874,25760
2026-03-30,QH-260330-31,17738,23199,15598,20527,21590
2026-03-30,QH-260330-32,17016,25774,2040,20052,45830
2026-03-30,QH-260330-33,18728,25910,15989,20924,31840
2026-03-30,QH-260330-34,18467,30874,15601,30874,37660
2026-03-30,QH-260330-35,17815,25821,13738,24695,32250
2026-03-30,QH-260330-36,15425,25873,9698,19895,43650
2026-03-30,QH-260330-37,19502,25774,15622,25000,37830
2026-03-30,QH-260330-38,20269,25874,10451,24044,34580
2026-03-30,QH-260330-39,17539,25874,12457,19415,31790
2026-03-30,QH-260330-40,15358,20547,10575,16000,30340
2026-03-30,QH-260330-41,17917,25872,11224,14782,43480
2026-03-30,QH-260330-42,16117,25658,9983,15784,46730
2026-03-30,QH-260330-43,16791,20126,10707,13941,36410
2026-03-30,QH-260330-44,14480,21726,11090,14500,90430
2026-03-30,QH-260330-45,17596,21320,11238,16610,51620
2026-03-30,QH-260330-46,15186,22645,11916,15500,83130
2026-03-30,QH-260330-47,15507,22564,9869,18500,72470
2026-03-30,QH-260330-48,15372,21872,9164,18659,121800
2026-03-30,QH-260330-49,15963,23265,12105,19899,51610
2026-03-30,QH-260330-50,15458,20182,10871,18800,58680
2026-03-30,QH-260330-51,15272,22548,9650,17971,103680
2026-03-30,QH-260330-52,15205,19800,6723,18200,104820
