delivery_date,Product,Weighted Average Price (EUR/MWh),Max Price (EUR/MWh),Min Price (EUR/MWh),Last Price (EUR/MWh),Volume (MW)
2026-02-10,QH-260210-01,10749,11810,4124,10309,13510
2026-02-10,QH-260210-02,10700,12031,10200,10965,10910
2026-02-10,QH-260210-03,10949,12100,9997,11032,24540
2026-02-10,QH-260210-04,10770,12472,9159,10800,24770
2026-02-10,QH-260210-05,10720,11775,10327,10595,16890
2026-02-10,QH-260210-06,10732,11438,6686,10619,23400
2026-02-10,QH-260210-07,10700,11310,10232,10902,26940
2026-02-10,QH-260210-08,10980,11775,10001,11611,20570
2026-02-10,QH-260210-09,10914,11593,10370,11388,17330
2026-02-10,QH-260210-10,10808,11685,10087,10771,21050
2026-02-10,QH-260210-11,10867,11831,10474,10900,15360
2026-02-10,QH-260210-12,10836,11579,9841,11080,20630
2026-02-10,QH-260210-13,11132,11776,10468,10513,25860
2026-02-10,QH-260210-14,10818,11293,10395,10600,20360
2026-02-10,QH-260210-15,10918,11370,10496,11351,17780
2026-02-10,QH-260210-16,10923,11749,10480,11531,28880
2026-02-10,QH-260210-17,10956,11807,10491,10735,11710
2026-02-10,QH-260210-18,11010,11898,10466,11898,12640
2026-02-10,QH-260210-19,11191,12100,10527,12100,20220
2026-02-10,QH-260210-20,11629,12499,10394,11819,26670
2026-02-10,QH-260210-21,10578,11878,4802,11877,13820
2026-02-10,QH-260210-22,10937,12100,8491,12100,12760
2026-02-10,QH-260210-23,11698,12477,10832,11020,16190
2026-02-10,QH-260210-24,12211,13343,11180,12931,17690
2026-02-10,QH-260210-25,11632,11935,9084,11777,11950
2026-02-10,QH-260210-26,12993,15189,4114,4114,11980
2026-02-10,QH-260210-27,17084,22958,12728,15958,7810
2026-02-10,QH-260210-28,16387,25872,13890,15100,11260
2026-02-10,QH-260210-29,14645,17856,11610,15896,21440
2026-02-10,QH-260210-30,15364,20874,14188,20874,18910
2026-02-10,QH-260210-31,16613,20874,13976,17134,16500
2026-02-10,QH-260210-32,16960,24863,14114,24863,14630
2026-02-10,QH-260210-33,18720,30500,12903,29900,20910
2026-02-10,QH-260210-34,20565,29174,13960,28499,29780
2026-02-10,QH-260210-35,19116,30000,13285,19249,37550
2026-02-10,QH-260210-36,18956,25853,13633,21243,38040
2026-02-10,QH-260210-37,18826,28597,13793,21101,43610
2026-02-10,QH-260210-38,18828,25833,13613,18600,39520
2026-02-10,QH-260210-39,17482,25874,13293,16901,39740
2026-02-10,QH-260210-40,16293,25000,11741,15499,45080
2026-02-10,QH-260210-41,15267,23298,7723,8003,30480
2026-02-10,QH-260210-42,14873,28950,10400,10400,38260
2026-02-10,QH-260210-43,13342,20310,10400,12435,46240
2026-02-10,QH-260210-44,12678,16190,10400,11091,47130
2026-02-10,QH-260210-45,13822,20487,10992,10993,51700
2026-02-10,QH-260210-46,13375,20874,11452,20874,53520
2026-02-10,QH-260210-47,12217,20872,6560,10400,44470
2026-02-10,QH-260210-48,12619,17145,8168,10000,47770
2026-02-10,QH-260210-49,12520,14525,10080,10812,36960
2026-02-10,QH-260210-50,12337,14927,10801,10803,34450
2026-02-10,QH-260210-51,12245,14179,9830,12330,41530
2026-02-10,QH-260210-52,12310,14759,10017,11764,43320
2026-02-10,QH-260210-53,12722,17000,10000,14364,35750
2026-02-10,QH-260210-54,13494,20297,11219,13961,38630
2026-02-10,QH-260210-55,14267,22800,9979,12606,43830
2026-02-10,QH-260210-56,13396,22902,10468,12742,31120
2026-02-10,QH-260210-57,12566,20871,8290,11001,31570
2026-02-10,QH-260210-58,12468,17997,9326,11921,39040
2026-02-10,QH-260210-59,12590,16038,6821,13920,29490
2026-02-10,QH-260210-60,14016,16420,10400,13776,27070
2026-02-10,QH-260210-61,13414,15911,9363,15911,37010
2026-02-10,QH-260210-62,13014,14650,7053,9820,29000
2026-02-10,QH-260210-63,13565,19900,184,11120,29460
2026-02-10,QH-260210-64,16282,20098,9052,17532,25550
2026-02-10,QH-260210-65,13906,17184,8944,17183,36670
2026-02-10,QH-260210-66,16124,19548,9000,18086,25080
2026-02-10,QH-260210-67,19225,25874,14158,23547,19320
2026-02-10,QH-260210-68,18813,30695,15421,29989,22540
2026-02-10,QH-260210-69,18487,30874,11498,30874,16130
2026-02-10,QH-260210-70,20371,30874,12325,30874,16230
2026-02-10,QH-260210-71,18730,30874,13439,18000,25840
2026-02-10,QH-260210-72,19336,30874,13713,18017,25350
2026-02-10,QH-260210-73,20472,50000,14800,26068,23680
2026-02-10,QH-260210-74,19498,39996,14022,22805,20620
2026-02-10,QH-260210-75,18503,27000,12393,27000,25710
2026-02-10,QH-260210-76,19199,25874,7401,16621,34500
2026-02-10,QH-260210-77,18824,25824,15494,22000,26630
2026-02-10,QH-260210-78,19063,30874,15307,20523,24500
2026-02-10,QH-260210-79,18765,25874,15000,17000,35030
2026-02-10,QH-260210-80,19188,25774,14181,21500,24920
2026-02-10,QH-260210-81,17822,20854,15204,18031,22590
2026-02-10,QH-260210-82,13893,16158,10400,15450,17260
2026-02-10,QH-260210-83,12899,15034,10995,13300,20590
2026-02-10,QH-260210-84,12100,15576,9900,13000,24900
2026-02-10,QH-260210-85,15290,20874,12007,14135,15620
2026-02-10,QH-260210-86,13863,16962,11891,15875,14080
2026-02-10,QH-260210-87,13157,18542,4762,15500,10440
2026-02-10,QH-260210-88,10964,12100,7649,10400,22390
2026-02-10,QH-260210-89,14115,20000,12102,14502,20960
2026-02-10,QH-260210-90,12543,20000,10920,12665,24310
2026-02-10,QH-260210-91,11986,20671,10820,14208,28840
2026-02-10,QH-260210-92,11209,12310,10088,11240,30000
2026-02-10,QH-260210-93,12085,14107,11205,11790,30600
2026-02-10,QH-260210-94,11025,12527,9800,10153,23850
2026-02-10,QH-260210-95,10151,11578,8823,8823,25340
2026-02-10,QH-260210-96,9429,10068,8664,8912,61060
2026-02-11,QH-260211-01,10445,11494,9660,11172,11520
2026-02-11,QH-260211-02,10191,11797,9401,10297,12970
2026-02-11,QH-260211-03,10533,12100,9106,11954,21710
2026-02-11,QH-260211-04,10578,11724,9259,11300,23020
2026-02-11,QH-260211-05,10140,11424,9080,9098,22990
2026-02-11,QH-260211-06,10417,12100,9509,11900,17250
2026-02-11,QH-260211-07,9418,10094,8841,9116,48530
2026-02-11,QH-260211-08,9096,10036,8690,9166,50010
2026-02-11,QH-260211-09,9532,10836,8931,10446,46570
2026-02-11,QH-260211-10,9282,10025,8851,9370,37310
2026-02-11,QH-260211-11,9383,10317,8751,9270,45340
2026-02-11,QH-260211-12,9411,10600,8677,9212,42380
2026-02-11,QH-260211-13,9302,11375,8801,9162,20620
2026-02-11,QH-260211-14,9174,10030,8641,8899,18430
2026-02-11,QH-260211-15,8906,9773,8346,8955,38970
2026-02-11,QH-260211-16,9024,9828,8562,9002,23230
2026-02-11,QH-260211-17,9171,10129,8549,9074,45060
2026-02-11,QH-260211-18,9014,9712,8370,9280,85660
2026-02-11,QH-260211-19,9349,10647,8621,10637,72360
2026-02-11,QH-260211-20,9660,12534,8786,12534,49260
2026-02-11,QH-260211-21,9672,11269,6049,9805,26060
2026-02-11,QH-260211-22,10099,11418,6181,8945,22560
2026-02-11,QH-260211-23,11461,12565,8815,12100,35910
2026-02-11,QH-260211-24,11963,12982,10332,11935,67720
2026-02-11,QH-260211-25,9449,11512,5510,5510,8440
2026-02-11,QH-260211-26,10505,12000,7357,12000,9990
2026-02-11,QH-260211-27,12404,13996,10400,10400,24250
2026-02-11,QH-260211-28,12572,14764,10840,12000,21060
2026-02-11,QH-260211-29,12206,14658,10400,13545,11570
2026-02-11,QH-260211-30,12822,14210,10400,10400,13680
2026-02-11,QH-260211-31,12320,14719,9700,12169,24600
2026-02-11,QH-260211-32,12204,14245,10320,11000,17810
2026-02-11,QH-260211-33,14063,15531,10517,14317,34840
2026-02-11,QH-260211-34,12910,14924,11893,12718,38640
2026-02-11,QH-260211-35,11857,14134,8898,12301,35350
2026-02-11,QH-260211-36,11688,14047,8223,11800,38480
2026-02-11,QH-260211-37,12750,16000,12093,12426,25000
2026-02-11,QH-260211-38,12864,14588,12020,12804,26600
2026-02-11,QH-260211-39,11982,13220,8550,12901,21490
2026-02-11,QH-260211-40,12058,12999,8149,12001,22520
2026-02-11,QH-260211-41,12902,14521,11996,14026,30960
2026-02-11,QH-260211-42,12467,13578,11345,13100,32580
2026-02-11,QH-260211-43,11852,13565,7408,13387,34600
2026-02-11,QH-260211-44,11911,13990,7408,11112,32250
2026-02-11,QH-260211-45,11265,15973,7325,14628,32150
2026-02-11,QH-260211-46,10941,15982,5401,12501,33140
2026-02-11,QH-260211-47,10226,15000,5300,11499,36850
2026-02-11,QH-260211-48,10455,13000,6000,10410,41560
2026-02-11,QH-260211-49,10643,13909,8619,12800,27270
2026-02-11,QH-260211-50,11072,13502,8409,13063,25180
2026-02-11,QH-260211-51,11563,13883,8639,13300,35090
2026-02-11,QH-260211-52,11180,13603,8557,13300,38260
2026-02-11,QH-260211-53,11029,13393,6923,13393,54900
2026-02-11,QH-260211-54,11457,13984,7801,13984,47470
2026-02-11,QH-260211-55,11545,17978,7796,11636,52170
2026-02-11,QH-260211-56,11689,22825,7801,12100,52500
2026-02-11,QH-260211-57,10577,12300,4429,12116,54890
2026-02-11,QH-260211-58,11409,12643,7781,11502,47520
2026-02-11,QH-260211-59,10752,13006,6530,9037,66030
2026-02-11,QH-260211-60,12513,19894,8284,9501,50330
2026-02-11,QH-260211-61,10864,12850,4900,12100,41760
2026-02-11,QH-260211-62,11030,13567,7573,10911,31000
2026-02-11,QH-260211-63,12787,17171,10818,12996,29550
2026-02-11,QH-260211-64,13626,15632,12180,14000,39400
2026-02-11,QH-260211-65,11403,13248,9000,10630,48810
2026-02-11,QH-260211-66,12339,14793,5093,10617,43880
2026-02-11,QH-260211-67,12961,15737,9999,11983,48130
2026-02-11,QH-260211-68,13444,16346,10400,13399,58250
2026-02-11,QH-260211-69,12488,14784,9029,9030,31940
2026-02-11,QH-260211-70,13049,15390,10400,10400,35370
2026-02-11,QH-260211-71,12767,15028,3114,11468,27910
2026-02-11,QH-260211-72,12886,15059,8999,12418,34960
2026-02-11,QH-260211-73,12942,15225,9446,9568,17500
2026-02-11,QH-260211-74,12904,15418,9000,10400,24550
2026-02-11,QH-260211-75,11595,15059,9000,11572,22060
2026-02-11,QH-260211-76,11329,14223,4114,4114,26600
2026-02-11,QH-260211-77,11637,15280,7854,8000,38590
2026-02-11,QH-260211-78,11088,14997,4114,9000,42770
2026-02-11,QH-260211-79,11659,14394,6174,9899,39240
2026-02-11,QH-260211-80,11485,12700,4114,7482,39970
2026-02-11,QH-260211-81,12580,14174,10656,12080,29730
2026-02-11,QH-260211-82,12225,14170,10410,11200,20650
2026-02-11,QH-260211-83,12415,15036,8413,10400,30600
2026-02-11,QH-260211-84,11210,14075,5895,12100,22450
2026-02-11,QH-260211-85,11783,16000,10250,11442,11460
2026-02-11,QH-260211-86,11931,17551,10400,10400,15670
2026-02-11,QH-260211-87,10813,13872,4114,12100,12690
2026-02-11,QH-260211-88,10713,12100,8597,11987,9160
2026-02-11,QH-260211-89,11383,13000,9471,10899,9370
2026-02-11,QH-260211-90,10890,12819,9264,10400,6730
2026-02-11,QH-260211-91,10693,12100,4699,10682,9470
2026-02-11,QH-260211-92,10162,11189,4200,4200,16590
2026-02-11,QH-260211-93,10723,13260,9024,13229,12520
2026-02-11,QH-260211-94,12339,15169,10494,12100,20480
2026-02-11,QH-260211-95,10992,12100,9115,10601,9180
2026-02-11,QH-260211-96,9256,10494,4114,4114,23490
2026-02-12,QH-260212-01,9748,11173,3950,9189,3120
2026-02-12,QH-260212-02,9534,11228,3950,10271,11560
2026-02-12,QH-260212-03,9475,11076,3950,9000,27150
2026-02-12,QH-260212-04,9531,11054,3950,10000,12600
2026-02-12,QH-260212-05,9801,11915,4114,8499,10000
2026-02-12,QH-260212-06,9692,10478,5500,5500,9400
2026-02-12,QH-260212-07,9416,10140,4114,4114,14940
2026-02-12,QH-260212-08,9479,10373,7324,9000,26930
2026-02-12,QH-260212-09,9997,10510,8998,8998,14750
2026-02-12,QH-260212-10,9381,10603,4114,4114,23110
2026-02-12,QH-260212-11,9287,10519,6999,7000,11850
2026-02-12,QH-260212-12,9713,10841,4114,10729,18710
2026-02-12,QH-260212-13,9774,10914,4114,4114,20570
2026-02-12,QH-260212-14,9807,10756,5099,9644,25290
2026-02-12,QH-260212-15,9291,10194,4135,9412,15560
2026-02-12,QH-260212-16,9791,10442,7784,9940,23010
2026-02-12,QH-260212-17,9531,11212,4995,10711,11080
2026-02-12,QH-260212-18,10274,12612,9052,11876,13960
2026-02-12,QH-260212-19,10253,13090,9096,9096,15980
2026-02-12,QH-260212-20,10277,12988,7704,12770,18080
2026-02-12,QH-260212-21,9853,11950,6999,11345,9180
2026-02-12,QH-260212-22,9372,12795,4114,4114,15150
2026-02-12,QH-260212-23,10516,12169,4114,12100,6250
2026-02-12,QH-260212-24,11539,12558,9225,12151,17870
2026-02-12,QH-260212-25,10496,11038,9704,10000,13540
2026-02-12,QH-260212-26,12468,15199,10522,15199,7300
2026-02-12,QH-260212-27,12544,14000,4114,4343,12020
2026-02-12,QH-260212-28,12237,15435,4114,4114,14040
2026-02-12,QH-260212-29,12439,13607,10342,11798,9570
2026-02-12,QH-260212-30,13266,15457,9901,15457,7510
2026-02-12,QH-260212-31,13174,14838,10000,11400,9580
2026-02-12,QH-260212-32,12980,15128,8915,14314,10080
2026-02-12,QH-260212-33,13632,16377,9599,10100,11910
2026-02-12,QH-260212-34,13163,14855,9666,13439,16410
2026-02-12,QH-260212-35,12047,14048,9428,10420,19350
2026-02-12,QH-260212-36,10407,13312,3321,6000,24400
2026-02-12,QH-260212-37,11664,14181,6016,10963,23480
2026-02-12,QH-260212-38,8826,14325,3401,6643,20910
2026-02-12,QH-260212-39,7933,13281,1413,8800,51040
2026-02-12,QH-260212-40,7730,12744,520,6515,47210
2026-02-12,QH-260212-41,8612,13576,2027,4999,35520
2026-02-12,QH-260212-42,7843,13052,105,4999,48040
2026-02-12,QH-260212-43,7390,12430,300,6799,38380
2026-02-12,QH-260212-44,5289,12100,200,3576,28530
2026-02-12,QH-260212-45,7165,14764,1300,5218,72810
2026-02-12,QH-260212-46,5514,12021,0,1482,44280
2026-02-12,QH-260212-47,5917,11441,500,2000,45840
2026-02-12,QH-260212-48,5149,12591,420,1804,48290
2026-02-12,QH-260212-49,7329,12043,164,3851,59660
2026-02-12,QH-260212-50,6754,11698,1100,1685,63570
2026-02-12,QH-260212-51,6249,11674,16,1360,49080
2026-02-12,QH-260212-52,7203,11570,1209,5210,43350
2026-02-12,QH-260212-53,8268,12470,4833,11001,36460
2026-02-12,QH-260212-54,8904,11916,5000,8827,30700
2026-02-12,QH-260212-55,11005,20869,5000,12099,38720
2026-02-12,QH-260212-56,10753,20700,6511,10700,38250
2026-02-12,QH-260212-57,8648,14000,2611,7221,69310
2026-02-12,QH-260212-58,8974,11982,270,8694,61470
2026-02-12,QH-260212-59,10321,12670,7085,8211,55470
2026-02-12,QH-260212-60,10669,13096,2775,11915,58550
2026-02-12,QH-260212-61,10485,12298,6002,9500,34270
2026-02-12,QH-260212-62,11472,13646,1100,7979,36730
2026-02-12,QH-260212-63,11759,14405,6908,12000,21930
2026-02-12,QH-260212-64,12686,16082,4900,11180,36940
2026-02-12,QH-260212-65,11965,15634,9953,10000,43430
2026-02-12,QH-260212-66,13111,15999,9737,13139,35460
2026-02-12,QH-260212-67,13201,16033,10400,12800,23050
2026-02-12,QH-260212-68,14466,16966,10400,10400,22550
2026-02-12,QH-260212-69,14505,20854,12483,17254,10660
2026-02-12,QH-260212-70,14260,19790,11043,14500,17650
2026-02-12,QH-260212-71,15101,20273,12523,16500,21110
2026-02-12,QH-260212-72,14364,17138,11410,14384,19970
2026-02-12,QH-260212-73,14487,16999,12201,14060,19220
2026-02-12,QH-260212-74,14514,16900,11570,16900,15690
2026-02-12,QH-260212-75,14200,16550,11461,12935,23100
2026-02-12,QH-260212-76,13353,16498,7984,12990,25610
2026-02-12,QH-260212-77,14486,16994,10946,11476,13330
2026-02-12,QH-260212-78,14326,16498,11151,13788,16590
2026-02-12,QH-260212-79,13915,16097,10500,14715,19240
2026-02-12,QH-260212-80,12965,16099,4302,13307,22150
2026-02-12,QH-260212-81,13501,16231,10400,11676,29580
2026-02-12,QH-260212-82,12742,17200,10400,10400,12070
2026-02-12,QH-260212-83,12266,15127,10400,10400,20560
2026-02-12,QH-260212-84,10067,12100,6544,8884,21790
2026-02-12,QH-260212-85,13097,18224,10400,10400,47610
2026-02-12,QH-260212-86,12806,19133,9899,11081,45190
2026-02-12,QH-260212-87,11364,15195,8842,9087,27230
2026-02-12,QH-260212-88,9342,10748,7844,8714,20480
2026-02-12,QH-260212-89,11551,15600,10018,10021,32250
2026-02-12,QH-260212-90,10676,20586,8861,9289,28330
2026-02-12,QH-260212-91,10135,12508,8501,8558,27530
2026-02-12,QH-260212-92,8554,9552,7140,8124,44380
2026-02-12,QH-260212-93,9937,11913,8258,8550,31270
2026-02-12,QH-260212-94,8910,10111,7805,8005,40060
2026-02-12,QH-260212-95,8481,9283,7580,8061,66660
2026-02-12,QH-260212-96,8097,9103,6992,8536,56220
2026-02-13,QH-260213-01,9121,10110,8666,9305,17700
2026-02-13,QH-260213-02,8771,15000,4670,8605,18430
2026-02-13,QH-260213-03,8656,9100,7330,8690,13730
2026-02-13,QH-260213-04,8502,8947,4637,8628,27170
2026-02-13,QH-260213-05,8730,9130,8093,8455,15610
2026-02-13,QH-260213-06,8664,10009,8340,10009,14430
2026-02-13,QH-260213-07,8614,9100,5866,8670,17040
2026-02-13,QH-260213-08,8563,9039,8194,8923,25200
2026-02-13,QH-260213-09,8608,9007,8332,8703,12480
2026-02-13,QH-260213-10,8666,9011,5354,8640,17540
2026-02-13,QH-260213-11,8713,9095,8024,8753,11860
2026-02-13,QH-260213-12,8609,9114,8155,8694,14230
2026-02-13,QH-260213-13,8608,10515,5400,8340,23000
2026-02-13,QH-260213-14,8588,9039,7920,8090,8630
2026-02-13,QH-260213-15,8557,9139,8045,8195,20630
2026-02-13,QH-260213-16,8600,9101,7950,8545,15500
2026-02-13,QH-260213-17,8643,9157,8098,8123,22060
2026-02-13,QH-260213-18,8565,9209,8061,8265,28190
2026-02-13,QH-260213-19,8617,9040,8221,8221,28750
2026-02-13,QH-260213-20,8786,11226,8191,8406,20870
2026-02-13,QH-260213-21,8371,9403,7990,8476,29040
2026-02-13,QH-260213-22,8845,12340,8227,8227,21510
2026-02-13,QH-260213-23,9755,12163,8575,9573,16800
2026-02-13,QH-260213-24,10409,11821,9826,11529,22300
2026-02-13,QH-260213-25,10862,13303,7944,10600,29180
2026-02-13,QH-260213-26,12790,30790,8612,12890,44990
2026-02-13,QH-260213-27,13203,30000,10000,12437,64690
2026-02-13,QH-260213-28,12968,16208,11876,13327,64410
2026-02-13,QH-260213-29,13146,25874,10100,12500,33680
2026-02-13,QH-260213-30,12375,14861,11613,12122,36360
2026-02-13,QH-260213-31,12368,14548,10636,12000,58150
2026-02-13,QH-260213-32,12256,14405,7237,11960,45430
2026-02-13,QH-260213-33,12718,13783,9512,12569,52660
2026-02-13,QH-260213-34,12817,16015,10793,13305,45830
2026-02-13,QH-260213-35,12275,13984,11594,12553,84280
2026-02-13,QH-260213-36,11998,14579,9209,12034,46040
2026-02-13,QH-260213-37,12476,14155,11900,12261,51380
2026-02-13,QH-260213-38,12147,14173,11338,11986,29210
2026-02-13,QH-260213-39,11402,11904,8464,11240,24380
2026-02-13,QH-260213-40,10596,11452,8684,10764,22870
2026-02-13,QH-260213-41,11061,11649,10662,10901,18390
2026-02-13,QH-260213-42,10222,12102,8488,9456,18670
2026-02-13,QH-260213-43,9296,10823,8690,9130,27780
2026-02-13,QH-260213-44,9268,10608,5708,8933,55430
2026-02-13,QH-260213-45,10187,10944,3525,8797,17430
2026-02-13,QH-260213-46,9446,10650,5794,8476,34860
2026-02-13,QH-260213-47,9137,10399,5844,8432,54260
2026-02-13,QH-260213-48,8926,10298,5452,8266,53290
2026-02-13,QH-260213-49,9229,11975,6998,8660,61220
2026-02-13,QH-260213-50,9035,9908,8288,8581,70140
2026-02-13,QH-260213-51,9048,10125,8350,8627,61600
2026-02-13,QH-260213-52,8909,9908,5682,8466,62860
2026-02-13,QH-260213-53,8669,10022,6020,7726,75950
2026-02-13,QH-260213-54,8460,10022,2623,5915,78140
2026-02-13,QH-260213-55,8285,10388,2041,8899,67900
2026-02-13,QH-260213-56,7808,10291,700,5000,49880
2026-02-13,QH-260213-57,7942,10260,2320,3667,84560
2026-02-13,QH-260213-58,9649,10470,1100,1100,56260
2026-02-13,QH-260213-59,10237,11120,9301,10551,64650
2026-02-13,QH-260213-60,11959,30000,9902,11373,60350
2026-02-13,QH-260213-61,8656,13668,502,5520,41650
2026-02-13,QH-260213-62,10218,14636,75,75,40360
2026-02-13,QH-260213-63,12717,20212,2501,13099,39930
2026-02-13,QH-260213-64,13269,20391,5520,13604,40090
2026-02-13,QH-260213-65,12053,15201,9543,10000,43480
2026-02-13,QH-260213-66,12107,16899,7500,11129,45110
2026-02-13,QH-260213-67,13074,16701,8681,11552,39100
2026-02-13,QH-260213-68,16457,21767,10247,14202,40960
2026-02-13,QH-260213-69,11730,15538,6501,9391,39240
2026-02-13,QH-260213-70,12195,18591,4672,11055,22000
2026-02-13,QH-260213-71,12990,20177,10146,11520,19240
2026-02-13,QH-260213-72,13571,18543,10094,12920,18150
2026-02-13,QH-260213-73,13349,15814,10299,14487,31260
2026-02-13,QH-260213-74,12891,15297,7381,9600,41290
2026-02-13,QH-260213-75,12944,16666,10356,11805,21870
2026-02-13,QH-260213-76,12920,17848,9996,10400,24850
2026-02-13,QH-260213-77,13097,17339,10711,11238,27640
2026-02-13,QH-260213-78,13157,18300,9999,12378,25960
2026-02-13,QH-260213-79,12316,16195,10035,10400,18780
2026-02-13,QH-260213-80,11949,14652,8460,10974,23400
2026-02-13,QH-260213-81,12311,17586,4114,11356,37900
2026-02-13,QH-260213-82,11374,15272,6020,11797,17040
2026-02-13,QH-260213-83,11332,14594,6500,10410,25640
2026-02-13,QH-260213-84,11127,13688,6470,10465,23340
2026-02-13,QH-260213-85,12050,14450,9458,9837,9960
2026-02-13,QH-260213-86,11334,14659,10009,10822,9640
2026-02-13,QH-260213-87,10977,13608,5120,5120,19750
2026-02-13,QH-260213-88,8861,12100,4114,7274,9210
2026-02-13,QH-260213-89,11182,13533,4114,4114,40360
2026-02-13,QH-260213-90,10341,12655,4114,10207,14610
2026-02-13,QH-260213-91,9350,11719,6381,8412,9450
2026-02-13,QH-260213-92,8986,11512,5536,8629,10040
2026-02-13,QH-260213-93,10193,12098,8911,9244,59130
2026-02-13,QH-260213-94,8837,11400,4114,5909,18860
2026-02-13,QH-260213-95,6894,10775,1114,6698,16790
2026-02-13,QH-260213-96,7242,10505,55,1114,14900
2026-02-14,QH-260214-01,9686,10990,4114,8655,39200
2026-02-14,QH-260214-02,9237,10436,4114,6720,12330
2026-02-14,QH-260214-03,9663,10229,4114,9180,22820
2026-02-14,QH-260214-04,8960,10191,4114,9154,11610
2026-02-14,QH-260214-05,8588,10684,4114,4114,12340
2026-02-14,QH-260214-06,8441,10500,4114,9000,11700
2026-02-14,QH-260214-07,8501,9574,4115,8940,16400
2026-02-14,QH-260214-08,8405,9545,4115,8700,18080
2026-02-14,QH-260214-09,8753,9594,4114,8798,13060
2026-02-14,QH-260214-10,8507,9368,4115,4115,9110
2026-02-14,QH-260214-11,7760,8947,4114,5677,6470
2026-02-14,QH-260214-12,7364,9955,4114,4114,7500
2026-02-14,QH-260214-13,6718,8815,1114,6706,10690
2026-02-14,QH-260214-14,6858,8904,1168,4580,12360
2026-02-14,QH-260214-15,6486,8800,1116,1200,13820
2026-02-14,QH-260214-16,6473,8850,1114,7361,12300
2026-02-14,QH-260214-17,7884,10196,4114,4114,5820
2026-02-14,QH-260214-18,7434,10161,4176,4878,6050
2026-02-14,QH-260214-19,7288,9997,4116,5180,7410
2026-02-14,QH-260214-20,7453,9502,4500,4500,6900
2026-02-14,QH-260214-21,7483,8964,4114,4340,5690
2026-02-14,QH-260214-22,6954,9048,4114,4114,6170
2026-02-14,QH-260214-23,7125,8991,4114,4114,5670
2026-02-14,QH-260214-24,8557,10490,4114,6000,16340
2026-02-14,QH-260214-25,7590,9857,2114,2114,12400
2026-02-14,QH-260214-26,8261,9926,5800,8505,12550
2026-02-14,QH-260214-27,8147,10038,4114,8400,16710
2026-02-14,QH-260214-28,8835,10637,5000,6305,24220
2026-02-14,QH-260214-29,8170,11928,4850,6180,23970
2026-02-14,QH-260214-30,8484,12745,3300,9063,22760
2026-02-14,QH-260214-31,8461,10750,2702,7000,22990
2026-02-14,QH-260214-32,7941,10591,502,7000,25730
2026-02-14,QH-260214-33,8824,11070,1500,8965,32780
2026-02-14,QH-260214-34,7252,9539,5000,7335,27020
2026-02-14,QH-260214-35,3562,9488,744,5699,32500
2026-02-14,QH-260214-36,1122,9000,-6748,899,59710
2026-02-14,QH-260214-37,2817,9974,-4900,-4900,22610
2026-02-14,QH-260214-38,1033,5999,-5157,-100,25940
2026-02-14,QH-260214-39,521,3764,-9900,-5000,35390
2026-02-14,QH-260214-40,579,5367,-5800,-301,38970
2026-02-14,QH-260214-41,859,4913,-1646,-500,28010
2026-02-14,QH-260214-42,885,3400,-2600,-2500,29150
2026-02-14,QH-260214-43,334,3908,-6156,-6156,32040
2026-02-14,QH-260214-44,308,4130,-9800,-1000,36260
2026-02-14,QH-260214-45,799,5365,-859,9,45570
2026-02-14,QH-260214-46,245,2695,-3490,-2400,43910
2026-02-14,QH-260214-47,244,10000,-5489,10000,44600
2026-02-14,QH-260214-48,492,6229,-4490,1999,43240
2026-02-14,QH-260214-49,247,4997,-4332,700,38060
2026-02-14,QH-260214-50,72,2595,-7980,-6489,46500
2026-02-14,QH-260214-51,94,3044,-15000,-10000,48420
2026-02-14,QH-260214-52,612,3898,-7000,-7000,49660
2026-02-14,QH-260214-53,588,3490,-4036,700,47900
2026-02-14,QH-260214-54,389,2980,-3924,-2900,54140
2026-02-14,QH-260214-55,-28,2964,-8997,-8000,56380
2026-02-14,QH-260214-56,966,5311,-5580,-5580,54980
2026-02-14,QH-260214-57,997,3843,-2100,1896,45450
2026-02-14,QH-260214-58,3849,10685,-2235,600,26690
2026-02-14,QH-260214-59,8651,11379,4817,11177,27540
2026-02-14,QH-260214-60,10378,12099,5552,11708,33680
2026-02-14,QH-260214-61,9068,11400,2583,11348,21980
2026-02-14,QH-260214-62,11092,11988,5256,11988,35240
2026-02-14,QH-260214-63,12244,19500,10152,14160,31730
2026-02-14,QH-260214-64,12868,23000,10400,20200,33870
2026-02-14,QH-260214-65,12223,16558,4115,14400,51790
2026-02-14,QH-260214-66,13359,30800,6305,15900,41050
2026-02-14,QH-260214-67,14342,25874,8371,17480,38420
2026-02-14,QH-260214-68,14048,20773,10326,12000,39030
2026-02-14,QH-260214-69,13342,17600,8873,10596,27850
2026-02-14,QH-260214-70,13035,17618,10277,12200,41560
2026-02-14,QH-260214-71,12359,16929,4136,11515,33970
2026-02-14,QH-260214-72,12001,14257,7901,10100,41820
2026-02-14,QH-260214-73,12110,13790,7403,12199,28830
2026-02-14,QH-260214-74,12034,13475,8006,9000,38520
2026-02-14,QH-260214-75,12233,13714,10400,12200,32080
2026-02-14,QH-260214-76,11877,13695,9111,10400,31960
2026-02-14,QH-260214-77,11834,14199,6500,10400,32010
2026-02-14,QH-260214-78,11725,14064,9956,10002,33450
2026-02-14,QH-260214-79,11944,13898,8937,12400,29300
2026-02-14,QH-260214-80,11819,12850,8000,11738,56410
