delivery_date,Product,Weighted Average Price (EUR/MWh),Max Price (EUR/MWh),Min Price (EUR/MWh),Last Price (EUR/MWh),Volume (MW)
2026-04-30,QH-260430-29,16185,30774,13204,15589,63080
2026-04-30,QH-260430-30,13220,22700,11979,13638,56250
2026-04-30,QH-260430-31,12261,14135,10853,13695,31790
2026-04-30,QH-260430-32,11534,20468,9162,16100,50460
2026-04-30,QH-260430-33,13893,25872,11603,19980,57290
2026-04-30,QH-260430-34,12964,25874,10152,23167,59970
2026-04-30,QH-260430-35,13027,21367,8967,17700,45500
2026-04-30,QH-260430-36,10553,25872,5276,17600,52290
2026-04-30,QH-260430-37,11499,20874,8497,13600,76050
2026-04-30,QH-260430-38,10849,20000,5233,16600,44630
2026-04-30,QH-260430-39,7972,25872,1096,13100,49190
2026-04-30,QH-260430-40,1970,19895,-4361,9664,119000
2026-04-30,QH-260430-41,3025,18063,-100,7201,58100
2026-04-30,QH-260430-42,3728,20874,-917,7999,47060
2026-04-30,QH-260430-43,5551,15900,150,6902,59460
2026-04-30,QH-260430-44,4687,17947,-293,2681,68170
2026-04-30,QH-260430-45,3377,25874,111,500,49730
2026-04-30,QH-260430-46,3180,25751,18,2317,55410
2026-04-30,QH-260430-47,4501,22646,-218,1000,35830
2026-04-30,QH-260430-48,3193,13183,-332,400,38950
2026-04-30,QH-260430-49,4942,12953,-1016,4739,29680
2026-04-30,QH-260430-50,5545,12029,255,6132,35120
2026-04-30,QH-260430-51,2495,11393,-1489,11392,48240
2026-04-30,QH-260430-52,3337,19500,-1277,9449,47610
2026-04-30,QH-260430-53,3516,12800,-1359,7300,36990
2026-04-30,QH-260430-54,3308,15702,-1218,8947,31010
2026-04-30,QH-260430-55,4252,12100,0,6000,33780
2026-04-30,QH-260430-56,3218,18423,189,5599,39870
2026-04-30,QH-260430-57,1777,19756,-912,110,40920
2026-04-30,QH-260430-58,2194,12690,-300,2500,34110
2026-04-30,QH-260430-59,3119,20672,278,6446,28360
2026-04-30,QH-260430-60,2322,10995,-164,8564,52670
2026-04-30,QH-260430-61,1751,9900,-561,5100,47070
2026-04-30,QH-260430-62,4404,11353,21,10000,35460
2026-04-30,QH-260430-63,3936,11779,-213,7562,38820
2026-04-30,QH-260430-64,7765,17500,348,17500,24360
2026-04-30,QH-260430-65,3509,18900,-1000,7000,49640
2026-04-30,QH-260430-66,5064,18938,-132,7091,29110
2026-04-30,QH-260430-67,5892,22599,1010,3501,33180
2026-04-30,QH-260430-68,8449,25488,4437,7500,49300
2026-04-30,QH-260430-69,7270,13500,2392,2800,40570
2026-04-30,QH-260430-70,7400,12100,847,6500,44810
2026-04-30,QH-260430-71,11095,16204,6406,6406,39730
2026-04-30,QH-260430-72,13682,17932,11648,16698,86100
2026-04-30,QH-260430-73,10631,15030,6575,7381,41030
2026-04-30,QH-260430-74,11960,18669,8710,9000,39510
2026-04-30,QH-260430-75,13052,16056,10945,11100,44630
2026-04-30,QH-260430-76,13951,16444,9353,12011,49380
2026-04-30,QH-260430-77,12612,17128,116,15105,43930
2026-04-30,QH-260430-78,13552,20874,114,20874,42030
2026-04-30,QH-260430-79,14766,20710,116,13004,52620
2026-04-30,QH-260430-80,15451,22240,114,15332,36140
2026-04-30,QH-260430-81,16347,20795,5510,15367,18940
2026-04-30,QH-260430-82,14166,18896,9000,10400,19900
2026-04-30,QH-260430-83,15019,20872,7100,10413,31060
2026-04-30,QH-260430-84,15736,20874,10400,13505,44480
2026-04-30,QH-260430-85,16408,22874,8906,22000,24420
2026-04-30,QH-260430-86,13952,20469,7458,11706,22110
2026-04-30,QH-260430-87,13844,19952,6309,10400,27340
2026-04-30,QH-260430-88,13354,17569,6102,9765,47140
2026-04-30,QH-260430-89,12854,16451,202,7198,89550
2026-04-30,QH-260430-90,12812,16389,3114,10704,70440
2026-04-30,QH-260430-91,12650,18161,10400,11104,52110
2026-04-30,QH-260430-92,12387,17801,10084,10084,38770
2026-04-30,QH-260430-93,12056,19338,9911,12103,37730
2026-04-30,QH-260430-94,11637,16521,9889,10800,27940
2026-04-30,QH-260430-95,11821,17253,10148,13100,27050
2026-04-30,QH-260430-96,11245,18393,10164,10508,24650
2026-05-01,QH-260501-01,11052,20873,9022,9022,18400
2026-05-01,QH-260501-02,10427,20827,8818,8850,14130
2026-05-01,QH-260501-03,10265,11547,8860,9006,13190
2026-05-01,QH-260501-04,9687,11199,4214,9310,13940
2026-05-01,QH-260501-05,10547,20848,9260,11459,17530
2026-05-01,QH-260501-06,10051,11321,9044,10302,9520
2026-05-01,QH-260501-07,9777,10400,9065,9859,9550
2026-05-01,QH-260501-08,9596,10541,8911,10101,10770
2026-05-01,QH-260501-09,9811,10396,9031,9919,6030
2026-05-01,QH-260501-10,9839,10249,9100,9936,3640
2026-05-01,QH-260501-11,9804,10220,9348,9814,2860
2026-05-01,QH-260501-12,9774,10212,9348,9798,4340
2026-05-01,QH-260501-13,9724,10358,9031,9389,6420
2026-05-01,QH-260501-14,9699,10295,9292,9580,8930
2026-05-01,QH-260501-15,9753,10353,9376,9654,7640
2026-05-01,QH-260501-16,9687,10198,9255,9993,5930
2026-05-01,QH-260501-17,9935,10801,9176,10009,9960
2026-05-01,QH-260501-18,9854,11005,9062,10240,16040
2026-05-01,QH-260501-19,9975,10962,9137,9999,14650
2026-05-01,QH-260501-20,9828,11042,9267,9905,11320
2026-05-01,QH-260501-21,10043,11273,9290,10312,20600
2026-05-01,QH-260501-22,10020,11060,9240,10352,21950
2026-05-01,QH-260501-23,10138,10885,9350,9764,16980
2026-05-01,QH-260501-24,9673,10152,7427,9553,22860
2026-05-01,QH-260501-25,10000,11751,9379,9839,38850
2026-05-01,QH-260501-26,9956,10938,9160,9939,33080
2026-05-01,QH-260501-27,9567,10275,8334,9736,13340
2026-05-01,QH-260501-28,7017,9522,4114,9522,20600
2026-05-01,QH-260501-29,10284,16074,284,1303,49490
2026-05-01,QH-260501-30,8840,10569,425,5100,35590
2026-05-01,QH-260501-31,5700,8460,1671,5805,28430
2026-05-01,QH-260501-32,4208,7257,-547,7257,28200
2026-05-01,QH-260501-33,7604,10490,2179,10449,32430
2026-05-01,QH-260501-34,4660,9835,2198,6212,23550
2026-05-01,QH-260501-35,2110,3373,866,1621,34140
2026-05-01,QH-260501-36,730,2178,-500,55,47380
2026-05-01,QH-260501-37,1620,3015,-179,-53,59740
2026-05-01,QH-260501-38,-464,1147,-2635,-2,165450
2026-05-01,QH-260501-39,-428,545,-2500,81,183930
2026-05-01,QH-260501-40,-520,440,-2895,-152,194140
2026-05-01,QH-260501-41,-217,700,-1999,-244,48690
2026-05-01,QH-260501-42,-228,745,-1999,100,53820
2026-05-01,QH-260501-43,-628,790,-2999,-1500,44120
2026-05-01,QH-260501-44,-1196,47,-3950,-1500,46370
2026-05-01,QH-260501-45,-1587,0,-5000,-1101,51040
2026-05-01,QH-260501-46,-2096,20,-5000,-1600,41520
2026-05-01,QH-260501-47,-2127,0,-4317,-1397,46560
2026-05-01,QH-260501-48,-1372,842,-4087,-100,39940
2026-05-01,QH-260501-49,-987,2000,-5000,-10,35560
2026-05-01,QH-260501-50,-1608,1947,-5165,600,38510
2026-05-01,QH-260501-51,-1243,2000,-6000,1370,46670
2026-05-01,QH-260501-52,-685,2000,-5000,890,51360
2026-05-01,QH-260501-53,-998,8150,-5000,8150,43250
2026-05-01,QH-260501-54,-424,6747,-5000,6746,41640
2026-05-01,QH-260501-55,160,15199,-4859,15199,37940
2026-05-01,QH-260501-56,-481,20000,-5795,14000,49720
2026-05-01,QH-260501-57,212,18000,-5000,7356,56830
2026-05-01,QH-260501-58,-153,13804,-5300,2509,54850
2026-05-01,QH-260501-59,331,14422,-4463,2900,89560
2026-05-01,QH-260501-60,313,10000,-5000,2824,91910
2026-05-01,QH-260501-61,632,13000,-4835,3000,74310
2026-05-01,QH-260501-62,580,16000,-5000,5700,82410
2026-05-01,QH-260501-63,908,14799,-5000,4000,66370
2026-05-01,QH-260501-64,3120,9900,-3500,9500,65360
2026-05-01,QH-260501-65,-150,9947,-5000,8305,122360
2026-05-01,QH-260501-66,529,15400,-3270,9002,107780
2026-05-01,QH-260501-67,2106,21726,-3749,16999,90070
2026-05-01,QH-260501-68,10073,25874,-1999,17160,44950
2026-05-01,QH-260501-69,7134,14000,-666,6001,65770
2026-05-01,QH-260501-70,9199,18799,-218,13501,51850
2026-05-01,QH-260501-71,12012,20874,4297,15178,31220
2026-05-01,QH-260501-72,14664,24998,9632,18731,51110
2026-05-01,QH-260501-73,8480,19476,-310,14086,115130
2026-05-01,QH-260501-74,12535,20299,8344,20299,36130
2026-05-01,QH-260501-75,16521,30871,10305,17738,56500
2026-05-01,QH-260501-76,15992,20865,10065,16647,36860
2026-05-01,QH-260501-77,15108,19049,8860,18600,69240
2026-05-01,QH-260501-78,15181,19489,9800,19000,46860
2026-05-01,QH-260501-79,13575,20874,8023,20874,35690
2026-05-01,QH-260501-80,17952,40300,7257,19157,37690
2026-05-01,QH-260501-81,13768,20823,7257,16036,28660
2026-05-01,QH-260501-82,12945,20497,8023,18800,25900
2026-05-01,QH-260501-83,13086,20824,7257,19600,29320
2026-05-01,QH-260501-84,14882,20860,8023,16957,37470
2026-05-01,QH-260501-85,14681,27021,7818,17002,45230
2026-05-01,QH-260501-86,14330,24069,7689,20510,48930
2026-05-01,QH-260501-87,15782,25239,7933,23000,66850
2026-05-01,QH-260501-88,19303,33000,10283,33000,79730
2026-05-01,QH-260501-89,16227,30874,10572,30874,14010
2026-05-01,QH-260501-90,16597,43998,12037,43998,39230
2026-05-01,QH-260501-91,20129,34331,11211,22001,79700
2026-05-01,QH-260501-92,18889,39793,10593,39793,63190
2026-05-01,QH-260501-93,20569,44297,13453,32838,51450
2026-05-01,QH-260501-94,21310,49684,13295,35707,63650
2026-05-01,QH-260501-95,20647,50000,11666,38950,53850
2026-05-01,QH-260501-96,20204,48986,9729,39841,52420
2026-05-02,QH-260502-01,30258,73234,12749,45000,22010
2026-05-02,QH-260502-02,25101,44999,12956,42220,19150
2026-05-02,QH-260502-03,25112,39000,12780,37999,14990
2026-05-02,QH-260502-04,18533,29999,12442,24404,16260
2026-05-02,QH-260502-05,20882,37998,11822,23033,13340
2026-05-02,QH-260502-06,14616,20874,10842,20488,11600
2026-05-02,QH-260502-07,13841,17512,10305,14000,15910
2026-05-02,QH-260502-08,12755,18999,10046,16308,21310
2026-05-02,QH-260502-09,12736,20873,10622,10622,17660
2026-05-02,QH-260502-10,11883,16153,10384,11191,18650
2026-05-02,QH-260502-11,11813,16118,10172,10754,24080
2026-05-02,QH-260502-12,11124,13374,9884,11451,50870
2026-05-02,QH-260502-13,11300,20509,9898,11084,33920
2026-05-02,QH-260502-14,11407,14326,10100,11289,33980
2026-05-02,QH-260502-15,11339,15429,10067,10595,25670
2026-05-02,QH-260502-16,11362,20874,9896,11420,31890
2026-05-02,QH-260502-17,11625,18500,10085,18500,28450
2026-05-02,QH-260502-18,11169,15671,10278,12177,34180
2026-05-02,QH-260502-19,11935,19121,10515,14990,11820
2026-05-02,QH-260502-20,12304,19998,10451,18980,13330
2026-05-02,QH-260502-21,14351,27042,10449,21219,35140
2026-05-02,QH-260502-22,15545,25874,10418,19661,26740
2026-05-02,QH-260502-23,15521,25720,10000,23669,36940
2026-05-02,QH-260502-24,17692,25874,10030,21120,29930
2026-05-02,QH-260502-25,17438,32788,10494,32788,31960
2026-05-02,QH-260502-26,16098,25874,10253,10740,21130
2026-05-02,QH-260502-27,10483,12777,8288,8597,48840
2026-05-02,QH-260502-28,9199,10294,6955,8700,34860
2026-05-02,QH-260502-29,10795,12197,8179,9106,42980
2026-05-02,QH-260502-30,7856,10314,4501,8110,26780
2026-05-02,QH-260502-31,7171,9147,3931,7421,28480
2026-05-02,QH-260502-32,4867,7458,1100,7447,25400
2026-05-02,QH-260502-33,6870,8478,3598,4845,36770
2026-05-02,QH-260502-34,4379,6963,2350,3367,33950
2026-05-02,QH-260502-35,1787,3999,-143,-143,36710
2026-05-02,QH-260502-36,494,2212,-700,-565,55330
2026-05-02,QH-260502-37,2492,5070,0,5070,52110
2026-05-02,QH-260502-38,1304,4296,-341,-163,44940
2026-05-02,QH-260502-39,34,1101,-1231,-1100,121760
2026-05-02,QH-260502-40,-126,357,-894,-78,109770
2026-05-02,QH-260502-41,196,1400,-765,388,65450
2026-05-02,QH-260502-42,248,5001,-1000,2000,83520
2026-05-02,QH-260502-43,1976,17300,-1100,1001,31730
2026-05-02,QH-260502-44,139,4000,-1000,-272,40050
2026-05-02,QH-260502-45,-109,4927,-1100,446,94350
2026-05-02,QH-260502-46,-285,13783,-1150,-759,126230
2026-05-02,QH-260502-47,-541,1173,-1400,-12,145550
2026-05-02,QH-260502-48,-241,2033,-1500,-455,85780
2026-05-02,QH-260502-49,-1020,1324,-2121,-207,97750
2026-05-02,QH-260502-50,-1083,1947,-2043,-877,78160
2026-05-02,QH-260502-51,-1073,1101,-2400,-592,75180
2026-05-02,QH-260502-52,-1462,1139,-3223,-67,76180
2026-05-02,QH-260502-53,-1390,1101,-3111,1101,75120
2026-05-02,QH-260502-54,-136,4999,-4188,2000,39950
2026-05-02,QH-260502-55,370,100000,-3740,0,39740
2026-05-02,QH-260502-56,-890,13863,-4634,-11,77640
2026-05-02,QH-260502-57,-1248,20447,-4076,700,83180
2026-05-02,QH-260502-58,-1152,2000,-2990,706,105370
2026-05-02,QH-260502-59,-639,2865,-3067,-1100,55350
2026-05-02,QH-260502-60,-1094,16264,-3463,-488,110010
2026-05-02,QH-260502-61,-589,45,-1723,-160,249420
2026-05-02,QH-260502-62,1215,14893,-767,4201,101760
2026-05-02,QH-260502-63,-58,19999,-1090,2000,227740
2026-05-02,QH-260502-64,2798,13883,-179,11000,98190
2026-05-02,QH-260502-65,1728,15063,-1052,5099,100600
2026-05-02,QH-260502-66,1979,14360,-589,1600,83820
2026-05-02,QH-260502-67,2419,16994,-812,2520,91070
2026-05-02,QH-260502-68,2660,20450,22,1000,78780
2026-05-02,QH-260502-69,5063,19223,-276,4000,30520
2026-05-02,QH-260502-70,2643,15340,175,1308,70990
2026-05-02,QH-260502-71,11142,20874,4313,12828,31440
2026-05-02,QH-260502-72,15515,19743,10455,15400,58650
2026-05-02,QH-260502-73,10779,15800,6600,6601,44870
2026-05-02,QH-260502-74,14341,25874,10223,12500,38700
2026-05-02,QH-260502-75,14322,18594,12239,14118,42380
2026-05-02,QH-260502-76,15612,18999,12968,18617,39500
2026-05-02,QH-260502-77,14749,19700,11985,19188,28510
2026-05-02,QH-260502-78,15721,20165,12638,15217,41610
2026-05-02,QH-260502-79,14458,18002,11513,16900,15860
2026-05-02,QH-260502-80,15362,20874,11769,14694,14670
2026-05-02,QH-260502-81,15491,20774,11233,14863,25560
2026-05-02,QH-260502-82,15316,20874,11410,20874,20690
2026-05-02,QH-260502-83,15721,19934,11332,18392,26160
2026-05-02,QH-260502-84,16340,20874,12061,19907,23620
2026-05-02,QH-260502-85,15590,22200,12153,22200,29330
2026-05-02,QH-260502-86,15340,20869,10001,17296,41260
2026-05-02,QH-260502-87,15475,20874,12308,20874,38640
2026-05-02,QH-260502-88,16554,20874,11531,20774,39880
2026-05-02,QH-260502-89,18317,25874,11577,19197,44180
2026-05-02,QH-260502-90,16274,25821,11574,22981,38230
2026-05-02,QH-260502-91,16894,27298,11022,27298,36720
2026-05-02,QH-260502-92,16260,25873,11729,22800,40670
2026-05-02,QH-260502-93,20181,42401,12968,29999,32700
2026-05-02,QH-260502-94,19750,30874,12661,30100,27990
2026-05-02,QH-260502-95,19627,35000,11949,19785,37890
2026-05-02,QH-260502-96,15296,30874,11311,29500,45290
2026-05-03,QH-260503-01,24739,40000,14496,20303,16630
2026-05-03,QH-260503-02,28067,39947,13264,25239,9010
2026-05-03,QH-260503-03,19054,27495,11648,20371,14420
2026-05-03,QH-260503-04,12582,20490,11126,17189,24820
2026-05-03,QH-260503-05,18298,25872,12700,17502,18170
2026-05-03,QH-260503-06,12879,17784,10405,13700,15230
2026-05-03,QH-260503-07,11424,13872,10470,11150,21190
2026-05-03,QH-260503-08,11346,12103,10484,11129,13400
2026-05-03,QH-260503-09,11357,12763,10936,10936,12380
2026-05-03,QH-260503-10,11334,11866,10690,11736,14210
2026-05-03,QH-260503-11,11475,12080,11020,11838,8770
2026-05-03,QH-260503-12,11343,19644,10826,11675,7740
2026-05-03,QH-260503-13,11266,11758,11043,11570,7560
2026-05-03,QH-260503-14,11249,12268,10760,12114,10390
2026-05-03,QH-260503-15,11408,19329,10405,12592,10600
2026-05-03,QH-260503-16,11253,19442,10814,12389,9580
2026-05-03,QH-260503-17,11183,12080,10903,11399,6940
2026-05-03,QH-260503-18,11348,12632,10685,12543,6010
2026-05-03,QH-260503-19,11532,13050,10989,13050,9650
2026-05-03,QH-260503-20,11917,13591,10860,13470,7160
2026-05-03,QH-260503-21,11796,13755,10801,12870,13190
2026-05-03,QH-260503-22,11795,12981,10816,11813,12910
2026-05-03,QH-260503-23,11602,13019,10300,12791,10960
2026-05-03,QH-260503-24,11452,12930,9455,12797,27780
2026-05-03,QH-260503-25,11836,13321,10400,13122,21390
2026-05-03,QH-260503-26,11821,13340,10305,13054,14080
2026-05-03,QH-260503-27,11474,19664,9191,11774,19200
2026-05-03,QH-260503-28,11150,12488,4115,11589,30780
2026-05-03,QH-260503-29,9571,12564,8181,10098,24300
2026-05-03,QH-260503-30,5912,8300,-599,5629,30140
2026-05-03,QH-260503-31,4780,12100,123,12100,20790
2026-05-03,QH-260503-32,2364,6991,-2000,3273,26180
2026-05-03,QH-260503-33,6244,12100,2559,6588,19190
2026-05-03,QH-260503-34,3006,5567,-349,3908,23290
2026-05-03,QH-260503-35,1616,3201,-559,2000,16780
2026-05-03,QH-260503-36,475,1900,-1160,1893,23120
2026-05-03,QH-260503-37,2133,4877,472,3900,16380
2026-05-03,QH-260503-38,1595,3960,-75,3900,14400
2026-05-03,QH-260503-39,1091,3299,-19,1000,16730
2026-05-03,QH-260503-40,273,2999,-1500,-900,21210
2026-05-03,QH-260503-41,1492,4741,-619,-500,29190
2026-05-03,QH-260503-42,1338,16700,-549,2000,33740
2026-05-03,QH-260503-43,-56,10503,-1600,2925,117230
2026-05-03,QH-260503-44,-964,500,-4874,500,153270
2026-05-03,QH-260503-45,1021,9899,-700,2000,43580
2026-05-03,QH-260503-46,-353,1167,-1037,-500,103030
2026-05-03,QH-260503-47,-451,1101,-1415,1101,124980
2026-05-03,QH-260503-48,-666,1020,-1629,-417,101890
2026-05-03,QH-260503-49,-302,2000,-5212,-710,38650
2026-05-03,QH-260503-50,-202,2500,-1947,363,46490
2026-05-03,QH-260503-51,290,2434,-2842,1240,41070
2026-05-03,QH-260503-52,87,2379,-4549,500,42880
2026-05-03,QH-260503-53,-1143,1227,-2336,1101,41030
2026-05-03,QH-260503-54,-710,2400,-2732,2000,44460
2026-05-03,QH-260503-55,-739,2399,-2510,-4,43310
2026-05-03,QH-260503-56,-442,3924,-2465,-4,47880
2026-05-03,QH-260503-57,-704,1947,-1948,1101,41340
2026-05-03,QH-260503-58,-621,2054,-1945,39,59620
2026-05-03,QH-260503-59,-454,1956,-1784,123,50060
2026-05-03,QH-260503-60,-23,2500,-1387,-98,39240
2026-05-03,QH-260503-61,-734,854,-1766,30,61580
2026-05-03,QH-260503-62,-36,1947,-1262,21,62090
2026-05-03,QH-260503-63,13,1550,-605,-87,68740
2026-05-03,QH-260503-64,134,1964,-2381,55,77140
2026-05-03,QH-260503-65,-248,3000,-1500,0,121740
2026-05-03,QH-260503-66,77,695,-249,69,94460
2026-05-03,QH-260503-67,255,1543,-153,248,87970
2026-05-03,QH-260503-68,1951,4424,461,2609,46830
2026-05-03,QH-260503-69,2329,3513,751,2906,34670
2026-05-03,QH-260503-70,6472,8382,4903,7059,23170
2026-05-03,QH-260503-71,9270,10194,7900,9900,25440
2026-05-03,QH-260503-72,11477,12094,10400,11211,30120
2026-05-03,QH-260503-73,10713,12419,9743,12419,44460
2026-05-03,QH-260503-74,12110,14670,11209,13218,35930
2026-05-03,QH-260503-75,13407,15479,11879,14031,68980
2026-05-03,QH-260503-76,15147,21500,12673,13939,55780
2026-05-03,QH-260503-77,13626,22811,10794,11701,36100
2026-05-03,QH-260503-78,15101,30874,12114,19999,29990
2026-05-03,QH-260503-79,14664,18456,12389,13027,39220
2026-05-03,QH-260503-80,15757,19655,13597,15210,39030
2026-05-03,QH-260503-81,14586,16938,11418,14271,13780
2026-05-03,QH-260503-82,14632,16801,12879,15512,12520
2026-05-03,QH-260503-83,14832,17621,12916,17621,17690
2026-05-03,QH-260503-84,16083,20874,12495,20389,20690
2026-05-03,QH-260503-85,15081,20874,12947,20106,18000
2026-05-03,QH-260503-86,14897,20874,12947,19326,22070
2026-05-03,QH-260503-87,17981,25874,12877,22779,38400
2026-05-03,QH-260503-88,16875,23876,12509,23806,47250
2026-05-03,QH-260503-89,16087,30873,13000,22460,40030
2026-05-03,QH-260503-90,17471,24388,12484,21000,34670
2026-05-03,QH-260503-91,18055,25874,12395,25774,25900
2026-05-03,QH-260503-92,16817,25874,12454,25841,26300
2026-05-03,QH-260503-93,18152,30872,13556,26716,46290
2026-05-03,QH-260503-94,19178,39331,11772,29656,46770
2026-05-03,QH-260503-95,18168,32969,12208,24715,29180
2026-05-03,QH-260503-96,15261,22500,11932,12514,38960
2026-05-04,QH-260504-01,18537,25874,13244,19000,10760
2026-05-04,QH-260504-02,18492,23624,13234,18479,11170
2026-05-04,QH-260504-03,16558,23000,4315,22342,13790
2026-05-04,QH-260504-04,14903,20874,10951,16570,11250
2026-05-04,QH-260504-05,11296,15956,9721,10614,23030
2026-05-04,QH-260504-06,11014,13467,10350,10400,40010
2026-05-04,QH-260504-07,10786,12413,10039,10502,38130
2026-05-04,QH-260504-08,11627,14089,10115,11326,22480
2026-05-04,QH-260504-09,10313,13073,4114,10222,47900
2026-05-04,QH-260504-10,10415,12763,9739,9750,32120
2026-05-04,QH-260504-11,10209,12716,9600,9785,37690
2026-05-04,QH-260504-12,10278,12499,9531,10000,56610
2026-05-04,QH-260504-13,10189,12289,9590,10058,39580
2026-05-04,QH-260504-14,10319,12166,9591,10371,19410
2026-05-04,QH-260504-15,10299,12226,9613,9788,22410
2026-05-04,QH-260504-16,10232,11631,9598,9702,30040
2026-05-04,QH-260504-17,10558,12413,9711,9711,25960
2026-05-04,QH-260504-18,10448,12617,9530,10817,58830
2026-05-04,QH-260504-19,10374,12900,9804,10154,50800
2026-05-04,QH-260504-20,11141,13116,10254,10990,42010
2026-05-04,QH-260504-21,11469,13378,10140,11300,14790
2026-05-04,QH-260504-22,12874,14175,10410,12339,12620
2026-05-04,QH-260504-23,13270,15000,11947,12646,17700
2026-05-04,QH-260504-24,13331,15439,9372,12253,24640
2026-05-04,QH-260504-25,13234,15677,4320,12771,75570
2026-05-04,QH-260504-26,13526,16629,10224,10224,81430
2026-05-04,QH-260504-27,13522,16759,12623,13228,66940
2026-05-04,QH-260504-28,13403,14103,11674,13423,58510
2026-05-04,QH-260504-29,15031,15947,11109,15286,38110
2026-05-04,QH-260504-30,12208,14267,9900,9900,19070
2026-05-04,QH-260504-31,11777,13956,8440,13732,37730
2026-05-04,QH-260504-32,10136,13086,1520,7023,44170
2026-05-04,QH-260504-33,9518,11332,8958,10597,31240
2026-05-04,QH-260504-34,6042,7817,4572,4572,31480
2026-05-04,QH-260504-35,1433,12430,-48,1107,24570
2026-05-04,QH-260504-36,1818,9900,-1474,-1474,35700
2026-05-04,QH-260504-37,760,4713,-599,-300,10460
2026-05-04,QH-260504-38,-44,2887,-2399,-500,15370
2026-05-04,QH-260504-39,233,3001,-1913,-200,18830
2026-05-04,QH-260504-40,798,3066,-1800,1000,33450
2026-05-04,QH-260504-41,1282,17911,-300,-170,13260
2026-05-04,QH-260504-42,1617,5139,-50,3999,22210
2026-05-04,QH-260504-43,1758,4900,1,4900,18550
2026-05-04,QH-260504-44,1157,20293,-815,-433,23050
2026-05-04,QH-260504-45,1812,4811,-701,3900,26040
2026-05-04,QH-260504-46,1853,4233,-286,2557,21650
2026-05-04,QH-260504-47,1292,3245,-500,0,20650
2026-05-04,QH-260504-48,1588,3781,-379,2140,29640
2026-05-04,QH-260504-49,1827,5019,183,1560,24000
2026-05-04,QH-260504-50,2143,4645,191,3600,29550
2026-05-04,QH-260504-51,2120,7499,-284,1300,24410
2026-05-04,QH-260504-52,1695,3725,-263,0,21000
2026-05-04,QH-260504-53,1635,5108,-509,558,16410
2026-05-04,QH-260504-54,1528,4637,-342,-275,27350
2026-05-04,QH-260504-55,1395,5600,-836,-560,29700
2026-05-04,QH-260504-56,1432,7100,-84,0,31570
2026-05-04,QH-260504-57,1634,2959,45,1986,22510
2026-05-04,QH-260504-58,1618,4599,-335,2317,29420
2026-05-04,QH-260504-59,1749,7593,193,2858,41210
2026-05-04,QH-260504-60,2105,5077,83,5000,50250
2026-05-04,QH-260504-61,2584,12100,78,12100,25780
2026-05-04,QH-260504-62,3220,18901,409,6800,32870
2026-05-04,QH-260504-63,3766,12100,452,8000,27260
2026-05-04,QH-260504-64,4504,11996,3096,9500,26790
2026-05-04,QH-260504-65,5902,17789,901,10744,16160
2026-05-04,QH-260504-66,5880,16541,1500,12093,24790
2026-05-04,QH-260504-67,8690,12100,6585,11070,32480
2026-05-04,QH-260504-68,12429,13789,11199,13784,43820
2026-05-04,QH-260504-69,10764,11806,9278,10110,75690
2026-05-04,QH-260504-70,12334,14297,11298,12030,39050
2026-05-04,QH-260504-71,14445,19200,12962,14574,33060
2026-05-04,QH-260504-72,16382,20874,14485,16033,40430
2026-05-04,QH-260504-73,14785,18894,12928,13110,53150
2026-05-04,QH-260504-74,15370,20243,13333,17300,53390
2026-05-04,QH-260504-75,18948,22694,17263,17341,54670
2026-05-04,QH-260504-76,21087,25258,18758,24886,62090
2026-05-04,QH-260504-77,20099,25774,17378,19290,68560
2026-05-04,QH-260504-78,21340,25669,18693,22899,68250
2026-05-04,QH-260504-79,26559,34538,19036,31999,59360
2026-05-04,QH-260504-80,31832,43204,23203,38945,74820
2026-05-04,QH-260504-81,28150,40100,22926,30550,40350
2026-05-04,QH-260504-82,28144,39200,24341,28470,46190
2026-05-04,QH-260504-83,28371,39980,22696,34498,44640
2026-05-04,QH-260504-84,26908,38000,21071,34000,64940
2026-05-04,QH-260504-85,26174,38447,21400,30000,48250
2026-05-04,QH-260504-86,24420,86745,20778,35000,62240
2026-05-04,QH-260504-87,23443,35357,19588,31800,62200
2026-05-04,QH-260504-88,22557,41962,17353,39106,48800
2026-05-04,QH-260504-89,21110,38874,17591,37969,64300
2026-05-04,QH-260504-90,20601,45000,15451,37997,36830
2026-05-04,QH-260504-91,20870,40000,15538,33001,30470
2026-05-04,QH-260504-92,21483,31100,15750,30000,27600
2026-05-04,QH-260504-93,24933,44629,16231,24298,31080
2026-05-04,QH-260504-94,25353,38000,16665,21824,27800
2026-05-04,QH-260504-95,21641,34234,16841,21301,23530
2026-05-04,QH-260504-96,20572,31000,15841,21000,39690
2026-05-05,QH-260505-01,20169,25874,17430,20430,13320
2026-05-05,QH-260505-02,18627,25872,15584,15797,10900
2026-05-05,QH-260505-03,19435,30874,15923,18838,12880
2026-05-05,QH-260505-04,17810,20874,14833,18504,12630
2026-05-05,QH-260505-05,19202,25874,15434,22761,6800
2026-05-05,QH-260505-06,16017,20874,13741,18088,14080
2026-05-05,QH-260505-07,15100,20473,13636,16400,16190
2026-05-05,QH-260505-08,14454,20721,13337,15368,50170
2026-05-05,QH-260505-09,14640,16927,12771,14063,13910
2026-05-05,QH-260505-10,13753,20774,12700,16191,15830
2026-05-05,QH-260505-11,14689,20864,13345,16368,29600
